"","seqnames","start","end","width","strand","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","ensembl_gene_id","gene_name"
"29","13",26253740,26253740,1,"*",26254104,26405238,151135,"+",363,"upstream",363,"ENSG00000132964","CDK8"
"30","21",32728128,32728128,1,"*",32728097,32747065,18969,"+",0,"inside",0,"ENSG00000238197","PAXBP1-AS1"
"31","21",32728128,32728128,1,"*",32628759,32728040,99282,"-",87,"upstream",87,"ENSG00000159082","SYNJ1"
"32","16",30053285,30053285,1,"*",30024427,30052978,28552,"-",306,"upstream",306,"ENSG00000149926","TLCD3B"
"33","16",30053285,30053285,1,"*",30053123,30070414,17292,"+",0,"inside",0,"ENSG00000285043",""
"34","18",5543802,5543802,1,"*",5392381,5630700,238320,"-",0,"inside",0,"ENSG00000082397","EPB41L3"
"35","1",156299257,156299257,1,"*",156298624,156299307,684,"-",0,"inside",0,"ENSG00000189030","VHLL"
"36","7",133082372,133082372,1,"*",132784870,133082090,297221,"-",281,"upstream",281,"ENSG00000106554","CHCHD3"
"37","7",133082372,133082372,1,"*",133082829,133082932,104,"+",456,"upstream",456,"ENSG00000272393","RNU6-92P"
"38","6",167824714,167824714,1,"*",167796647,167825145,28499,"+",0,"inside",0,"ENSG00000285212",""
"39","6",167824714,167824714,1,"*",167822103,167826812,4710,"-",0,"inside",0,"ENSG00000198221","AFDN-DT"
"40","1",184037799,184037799,1,"*",183929854,184037729,107876,"-",69,"upstream",69,"ENSG00000198756","COLGALT2"
"41","4",188657688,188657688,1,"*",188400736,188681051,280316,"+",0,"inside",0,"ENSG00000249378","LINC01060"
"42","16",49283169,49283169,1,"*",49277917,49281838,3922,"-",1330,"upstream",1330,"ENSG00000102924","CBLN1"
"43","16",49283169,49283169,1,"*",49282021,49350504,68484,"+",0,"inside",0,"ENSG00000279249",""
"44","13",99655932,99655932,1,"*",99606669,99897134,290466,"+",0,"inside",0,"ENSG00000125246","CLYBL"
"45","21",41952970,41952970,1,"*",41885112,41954018,68907,"-",0,"inside",0,"ENSG00000157617","C2CD2"
"46","8",11867983,11867983,1,"*",11842524,11869533,27010,"-",0,"inside",0,"ENSG00000164733","CTSB"
"47","8",130402228,130402228,1,"*",130052104,130443674,391571,"-",0,"inside",0,"ENSG00000153317","ASAP1"
"48","1",225999575,225999575,1,"*",225982702,225999343,16642,"-",231,"upstream",231,"ENSG00000143751","SDE2"
"49","5",1067996,1067996,1,"*",1050384,1112063,61680,"-",0,"inside",0,"ENSG00000113504","SLC12A7"
"50","12",98644457,98644457,1,"*",98613405,98645113,31709,"-",0,"inside",0,"ENSG00000166130","IKBIP"
"51","12",98644457,98644457,1,"*",98645290,98735433,90144,"+",832,"upstream",832,"ENSG00000120868","APAF1"
"52","16",706586,706586,1,"*",692498,705808,13311,"-",777,"upstream",777,"ENSG00000127585","FBXL16"
"53","16",706586,706586,1,"*",707650,709067,1418,"+",1063,"upstream",1063,"ENSG00000279255",""
"54","1",197413641,197413641,1,"*",197268204,197478455,210252,"+",0,"inside",0,"ENSG00000134376","CRB1"
"55","10",63629455,63629455,1,"*",63630672,63655769,25098,"+",1216,"upstream",1216,"ENSG00000286373",""
"56","10",11204649,11204649,1,"*",10798397,11336675,538279,"+",0,"inside",0,"ENSG00000048740","CELF2"
"57","1",3775430,3775430,1,"*",3772749,3775982,3234,"+",0,"inside",0,"ENSG00000235169","SMIM1"
"58","19",19405213,19405213,1,"*",19385826,19508932,123107,"+",0,"inside",0,"ENSG00000167491","GATAD2A"
"59","3",122918817,122918817,1,"*",122909082,123028605,119524,"-",0,"inside",0,"ENSG00000082684","SEMA5B"
"60","16",4261798,4261798,1,"*",4257186,4273075,15890,"-",0,"inside",0,"ENSG00000090447","TFAP4"
"61","10",103494216,103494216,1,"*",103493979,103592552,98574,"+",0,"inside",0,"ENSG00000107954","NEURL1"
"62","10",103494216,103494216,1,"*",103479603,103517393,37791,"-",0,"inside",0,"ENSG00000235470","NEURL1-AS1"
"63","1",99969780,99969780,1,"*",99970011,100083321,113311,"+",230,"upstream",230,"ENSG00000283761",""
"64","1",99969780,99969780,1,"*",99969351,100035634,66284,"+",0,"inside",0,"ENSG00000117620","SLC35A3"
"65","1",99969780,99969780,1,"*",99968383,99969864,1482,"-",0,"inside",0,"ENSG00000228084",""
"66","1",214549609,214549609,1,"*",214348700,214552449,203750,"-",0,"inside",0,"ENSG00000152104","PTPN14"
"67","19",3097567,3097567,1,"*",3094362,3123999,29638,"+",0,"inside",0,"ENSG00000088256","GNA11"
"68","4",794352,794352,1,"*",784957,826129,41173,"-",0,"inside",0,"ENSG00000168993","CPLX1"
"69","22",42869573,42869573,1,"*",42835412,43015149,179738,"-",0,"inside",0,"ENSG00000100266","PACSIN2"
"70","13",100089033,100089033,1,"*",100053074,100088950,35877,"-",82,"upstream",82,"ENSG00000274605","PCCA-DT"
"71","13",100089033,100089033,1,"*",100089015,100530437,441423,"+",0,"inside",0,"ENSG00000175198","PCCA"
"72","9",21802599,21802599,1,"*",21802636,21937651,135016,"+",36,"upstream",36,"ENSG00000099810","MTAP"
"73","9",21802599,21802599,1,"*",21802636,22029594,226959,"+",36,"upstream",36,"ENSG00000264545",""
"74","9",126705878,126705878,1,"*",126701173,126704691,3519,"-",1186,"upstream",1186,"ENSG00000286428",""
"75","17",81282344,81282344,1,"*",81244811,81295547,50737,"-",0,"inside",0,"ENSG00000157637","SLC38A10"
"76","9",1051579,1051579,1,"*",1049858,1057552,7695,"+",0,"inside",0,"ENSG00000173253","DMRT2"
"77","22",31662228,31662228,1,"*",31618491,31662432,43942,"-",0,"inside",0,"ENSG00000241878","PISD"
"78","17",49914442,49914442,1,"*",49914403,49932918,18516,"+",0,"inside",0,"ENSG00000254039",""
"79","1",226737038,226737038,1,"*",226631690,226739323,107634,"-",0,"inside",0,"ENSG00000143772","ITPKB"
"80","15",25863516,25863516,1,"*",25677271,25865184,187914,"-",0,"inside",0,"ENSG00000206190","ATP10A"
"81","1",228211861,228211861,1,"*",228203503,228213664,10162,"-",0,"inside",0,"ENSG00000162913","OBSCN-AS1"
"82","1",228211861,228211861,1,"*",228208044,228378876,170833,"+",0,"inside",0,"ENSG00000154358","OBSCN"
"83","19",42326444,42326444,1,"*",42325609,42378769,53161,"+",0,"inside",0,"ENSG00000105429","MEGF8"
"84","16",68257817,68257817,1,"*",68245304,68261058,15755,"+",0,"inside",0,"ENSG00000103066","PLA2G15"
"85","16",68257817,68257817,1,"*",68256162,68260443,4282,"-",0,"inside",0,"ENSG00000260441",""
"86","19",48466825,48466825,1,"*",48455574,48466980,11407,"+",0,"inside",0,"ENSG00000182324","KCNJ14"
"87","19",48466825,48466825,1,"*",48465348,48469693,4346,"-",0,"inside",0,"ENSG00000268530",""
"88","19",48466825,48466825,1,"*",48465837,48472431,6595,"+",0,"inside",0,"ENSG00000268465",""
"89","1",165630690,165630690,1,"*",165631213,165661796,30584,"+",522,"upstream",522,"ENSG00000143198","MGST3"
"90","7",37924708,37924708,1,"*",37905932,38025695,119764,"-",0,"inside",0,"ENSG00000106483","SFRP4"
"91","7",37924708,37924708,1,"*",37683843,37951936,268094,"+",0,"inside",0,"ENSG00000086289","EPDR1"
"92","12",6963533,6963533,1,"*",6963246,6964447,1202,"+",0,"inside",0,"ENSG00000257084","MIR200CHG"
"93","12",6963533,6963533,1,"*",6963699,6963766,68,"+",165,"upstream",165,"ENSG00000207713","MIR200C"
"94","12",6963533,6963533,1,"*",6964097,6964191,95,"+",563,"upstream",563,"ENSG00000207708","MIR141"
"95","12",6963533,6963533,1,"*",6964949,6965382,434,"+",1415,"upstream",1415,"ENSG00000271969",""
"96","7",65269779,65269779,1,"*",65269374,65306238,36865,"+",0,"inside",0,"ENSG00000282381",""
"97","10",110644622,110644622,1,"*",110644336,110839468,195133,"+",0,"inside",0,"ENSG00000203867","RBM20"
"98","3",13933303,13933303,1,"*",13933056,13937477,4422,"+",0,"inside",0,"ENSG00000275340","FGD5P1"
"99","20",3173620,3173620,1,"*",3162617,3173549,10933,"-",70,"upstream",70,"ENSG00000088899","LZTS3"
"100","6",46922005,46922005,1,"*",46852522,46954943,102422,"-",0,"inside",0,"ENSG00000069122","ADGRF5"
"101","20",36876108,36876108,1,"*",36876121,36894235,18115,"+",12,"upstream",12,"ENSG00000101342","TLDC2"
"102","19",12648279,12648279,1,"*",12643831,12648397,4567,"-",0,"inside",0,"ENSG00000269242",""
"103","19",12648279,12648279,1,"*",12646511,12666742,20232,"-",0,"inside",0,"ENSG00000104774","MAN2B1"
"104","11",850952,850952,1,"*",842812,867116,24305,"+",0,"inside",0,"ENSG00000214063","TSPAN4"
"105","2",151410978,151410978,1,"*",151409883,151508013,98131,"+",0,"inside",0,"ENSG00000080345","RIF1"
"106","5",28808930,28808930,1,"*",28548135,28809291,261157,"-",0,"inside",0,"ENSG00000250453",""
"107","5",28808930,28808930,1,"*",28808538,28809255,718,"+",0,"inside",0,"ENSG00000270495",""
"108","5",28808930,28808930,1,"*",28809331,29217115,407785,"+",400,"upstream",400,"ENSG00000259786","LINC02109"
"109","19",13830954,13830954,1,"*",13795460,13832230,36771,"+",0,"inside",0,"ENSG00000132003","ZSWIM4"
"110","19",13830954,13830954,1,"*",13823880,13842928,19049,"-",0,"inside",0,"ENSG00000267519","MIR23AHG"
"111","17",28598993,28598993,1,"*",28455752,28614185,158434,"-",0,"inside",0,"ENSG00000258472",""
"112","17",28598993,28598993,1,"*",28577565,28599025,21461,"-",0,"inside",0,"ENSG00000076382","SPAG5"
"113","17",28598993,28598993,1,"*",28598790,28617377,18588,"+",0,"inside",0,"ENSG00000227543","SPAG5-AS1"
"114","22",19022906,19022906,1,"*",18970439,19031242,60804,"+",0,"inside",0,"ENSG00000273032","DGCR5"
"115","2",119240496,119240496,1,"*",119223831,119265652,41822,"+",0,"inside",0,"ENSG00000115107","STEAP3"
"116","7",156639832,156639832,1,"*",156388922,156640654,251733,"-",0,"inside",0,"ENSG00000182648","LINC01006"
"117","7",156639832,156639832,1,"*",156640281,156677130,36850,"+",448,"upstream",448,"ENSG00000105982","RNF32"
"118","3",187737583,187737583,1,"*",187721377,187745725,24349,"-",0,"inside",0,"ENSG00000113916","BCL6"
"119","3",108091869,108091869,1,"*",108043091,108091862,48772,"-",6,"upstream",6,"ENSG00000196776","CD47"
"120","6",13014970,13014970,1,"*",12716554,13287843,571290,"+",0,"inside",0,"ENSG00000112137","PHACTR1"
"121","16",50547796,50547796,1,"*",50548396,50649249,100854,"+",599,"upstream",599,"ENSG00000140807","NKD1"
"122","8",29353283,29353283,1,"*",29351292,29360222,8931,"+",0,"inside",0,"ENSG00000285601",""
"123","8",29353283,29353283,1,"*",29352420,29353170,751,"-",112,"upstream",112,"ENSG00000260253",""
"124","8",69492481,69492481,1,"*",69466624,69660915,194292,"+",0,"inside",0,"ENSG00000137573","SULF1"
"125","10",114174341,114174341,1,"*",114120862,114174232,53371,"-",108,"upstream",108,"ENSG00000165813","CCDC186"
"126","10",114174341,114174341,1,"*",114174105,114174179,75,"-",161,"upstream",161,"ENSG00000284442","MIR2110"
"127","8",9903447,9903447,1,"*",9899871,9906678,6808,"-",0,"inside",0,"ENSG00000253230","MIR124-1HG"
"128","8",9903447,9903447,1,"*",9903388,9903472,85,"-",0,"inside",0,"ENSG00000284321","MIR124-1"
"129","4",336862,336862,1,"*",307335,337433,30099,"-",0,"inside",0,"ENSG00000286705",""
"130","4",336862,336862,1,"*",336258,336786,529,"-",75,"upstream",75,"ENSG00000251535",""
"131","4",336862,336862,1,"*",337814,384868,47055,"+",951,"upstream",951,"ENSG00000131127","ZNF141"
"132","16",11180139,11180139,1,"*",10944564,11182186,237623,"+",0,"inside",0,"ENSG00000038532","CLEC16A"
"133","17",4946729,4946729,1,"*",4948092,4957131,9040,"+",1362,"upstream",1362,"ENSG00000108515","ENO3"
"134","17",4946729,4946729,1,"*",4945652,4949061,3410,"-",0,"inside",0,"ENSG00000108518","PFN1"
"135","2",144520997,144520997,1,"*",144364364,144521057,156694,"-",0,"inside",0,"ENSG00000169554","ZEB2"
"136","2",144520997,144520997,1,"*",144517978,144521477,3500,"+",0,"inside",0,"ENSG00000238057","ZEB2-AS1"
"137","2",144520997,144520997,1,"*",144521039,144521116,78,"+",41,"upstream",41,"ENSG00000277444",""
"138","10",89532645,89532645,1,"*",89430299,89556641,126343,"-",0,"inside",0,"ENSG00000152779","SLC16A12"
"139","21",44948236,44948236,1,"*",44940012,44976989,36978,"+",0,"inside",0,"ENSG00000160256","FAM207A"
"140","10",123147893,123147893,1,"*",123148136,123150672,2537,"+",242,"upstream",242,"ENSG00000188816","HMX2"
"141","6",34696922,34696922,1,"*",34696317,34697470,1154,"+",0,"inside",0,"ENSG00000272288","ILRUN-AS1"
"142","6",34696922,34696922,1,"*",34587288,34696859,109572,"-",62,"upstream",62,"ENSG00000196821","ILRUN"
"143","20",45469583,45469583,1,"*",45469753,45481532,11780,"+",169,"upstream",169,"ENSG00000101443","WFDC2"
"144","3",44761801,44761801,1,"*",44737661,44761619,23959,"-",181,"upstream",181,"ENSG00000163807","KIAA1143"
"145","3",44761801,44761801,1,"*",44761721,44873376,111656,"+",0,"inside",0,"ENSG00000163808","KIF15"
"146","2",241268505,241268505,1,"*",241227264,241317061,89798,"-",0,"inside",0,"ENSG00000115677","HDLBP"
"147","3",100954940,100954940,1,"*",100749156,100993515,244360,"-",0,"inside",0,"ENSG00000154175","ABI3BP"
"148","8",123652781,123652781,1,"*",123614219,123667248,53030,"+",0,"inside",0,"ENSG00000253286",""
"149","8",123652781,123652781,1,"*",123644442,123653801,9360,"-",0,"inside",0,"ENSG00000175946","KLHL38"
"150","9",32783204,32783204,1,"*",32783540,32789201,5662,"+",335,"upstream",335,"ENSG00000188133","TMEM215"
"151","2",160379577,160379577,1,"*",160272151,160493807,221657,"-",0,"inside",0,"ENSG00000153250","RBMS1"
"152","4",184396284,184396284,1,"*",184387729,184474550,86822,"-",0,"inside",0,"ENSG00000168310","IRF2"
"153","1",206430094,206430094,1,"*",206203346,206464436,261091,"+",0,"inside",0,"ENSG00000266028","SRGAP2"
"154","17",30669029,30669029,1,"*",30576464,30672789,96326,"+",0,"inside",0,"ENSG00000214719",""
"155","14",92748693,92748693,1,"*",92703807,92748679,44873,"-",13,"upstream",13,"ENSG00000100600","LGMN"
"156","12",47705941,47705941,1,"*",47661249,47706030,44782,"-",0,"inside",0,"ENSG00000005175","RPAP3"
"157","12",47705941,47705941,1,"*",47706083,47742294,36212,"+",141,"upstream",141,"ENSG00000257433",""
"158","1",6046298,6046298,1,"*",5990927,6101193,110267,"+",0,"inside",0,"ENSG00000069424","KCNAB2"
"159","1",6360673,6360673,1,"*",6264269,6393767,129499,"-",0,"inside",0,"ENSG00000097021","ACOT7"
"160","1",145691388,145691388,1,"*",145670852,145708148,37297,"-",0,"inside",0,"ENSG00000174827","PDZK1"
"161","7",47392714,47392714,1,"*",47275154,47582558,307405,"-",0,"inside",0,"ENSG00000136205","TNS3"
"162","1",162373995,162373995,1,"*",162373203,162376854,3652,"-",0,"inside",0,"ENSG00000171722","SPATA46"
"163","1",162373995,162373995,1,"*",162365407,162383531,18125,"+",0,"inside",0,"ENSG00000254706",""
"164","16",69950986,69950986,1,"*",69950705,69964452,13748,"+",0,"inside",0,"ENSG00000157322","CLEC18A"
"165","16",50863360,50863360,1,"*",50840017,50901063,61047,"+",0,"inside",0,"ENSG00000261241","LINC02128"
"166","16",50863360,50863360,1,"*",50856614,50879278,22665,"-",0,"inside",0,"ENSG00000260042",""
"167","16",705245,705245,1,"*",692498,705808,13311,"-",0,"inside",0,"ENSG00000127585","FBXL16"
"168","7",107661826,107661826,1,"*",107660828,107717809,56982,"+",0,"inside",0,"ENSG00000091137","SLC26A4"
"169","7",107661826,107661826,1,"*",107650260,107662204,11945,"-",0,"inside",0,"ENSG00000233705","SLC26A4-AS1"
"170","15",77994206,77994206,1,"*",77993405,77995289,1885,"+",0,"inside",0,"ENSG00000259792",""
"171","15",77994206,77994206,1,"*",77984036,78077724,93689,"-",0,"inside",0,"ENSG00000167202","TBC1D2B"
"172","7",1474237,1474237,1,"*",1470277,1504389,34113,"-",0,"inside",0,"ENSG00000164880","INTS1"
"173","15",41972510,41972510,1,"*",41895933,41972557,76625,"-",0,"inside",0,"ENSG00000103966","EHD4"
"174","15",41972510,41972510,1,"*",41972763,41999094,26332,"+",252,"upstream",252,"ENSG00000246740","PLA2G4E-AS1"
"175","13",24161615,24161615,1,"*",23979700,24321031,341332,"+",0,"inside",0,"ENSG00000273167",""
"176","13",24161615,24161615,1,"*",23979805,24307074,327270,"+",0,"inside",0,"ENSG00000182957","SPATA13"
"177","13",24161615,24161615,1,"*",24162416,24162504,89,"+",800,"upstream",800,"ENSG00000252695","MIR2276"
"178","17",42421746,42421746,1,"*",42402449,42423256,20808,"-",0,"inside",0,"ENSG00000177469","CAVIN1"
"179","8",143772347,143772347,1,"*",143758153,143771870,13718,"-",476,"upstream",476,"ENSG00000254973",""
"180","8",143772347,143772347,1,"*",143734139,143790645,56507,"+",0,"inside",0,"ENSG00000203499","IQANK1"
"181","20",51750302,51750302,1,"*",51596514,51768390,171877,"-",0,"inside",0,"ENSG00000054793","ATP9A"
"182","16",84763797,84763797,1,"*",84699986,84779922,79937,"+",0,"inside",0,"ENSG00000103194","USP10"
"183","3",43622183,43622183,1,"*",43354859,43691594,336736,"-",0,"inside",0,"ENSG00000160746","ANO10"
"184","19",457696,457696,1,"*",416589,461033,44445,"-",0,"inside",0,"ENSG00000129946","SHC2"
"185","7",44325690,44325690,1,"*",44217150,44334577,117428,"-",0,"inside",0,"ENSG00000058404","CAMK2B"
"186","17",50346745,50346745,1,"*",50346126,50363138,17013,"+",0,"inside",0,"ENSG00000015532","XYLT2"
"187","1",78045782,78045782,1,"*",77979542,78138444,158903,"+",0,"inside",0,"ENSG00000137960","GIPC2"
"188","6",155129748,155129748,1,"*",154832697,155257723,425027,"+",0,"inside",0,"ENSG00000146426","TIAM2"
"189","17",79950470,79950470,1,"*",79932343,80035872,103530,"-",0,"inside",0,"ENSG00000167291","TBC1D16"
"190","18",57435395,57435395,1,"*",57435374,57491298,55925,"+",0,"inside",0,"ENSG00000119547","ONECUT2"
"191","17",44363571,44363571,1,"*",44353215,44363853,10639,"-",0,"inside",0,"ENSG00000161682","FAM171A2"
"192","13",32311945,32311945,1,"*",32303699,32315363,11665,"-",0,"inside",0,"ENSG00000189167","ZAR1L"
"193","7",37248245,37248245,1,"*",36852906,37449223,596318,"-",0,"inside",0,"ENSG00000155849","ELMO1"
"194","16",75483154,75483154,1,"*",75472052,75495445,23394,"-",0,"inside",0,"ENSG00000183196","CHST6"
"195","16",75483154,75483154,1,"*",75475896,75495407,19512,"+",0,"inside",0,"ENSG00000203472",""
"196","2",240672574,240672574,1,"*",240672530,240672812,283,"+",0,"inside",0,"ENSG00000276949",""
"197","13",112844136,112844136,1,"*",112690038,112887168,197131,"+",0,"inside",0,"ENSG00000068650","ATP11A"
"198","5",73172294,73172294,1,"*",73173193,73175143,1951,"+",898,"upstream",898,"ENSG00000164325","TMEM174"
"199","8",143975304,143975304,1,"*",143915153,143976734,61582,"-",0,"inside",0,"ENSG00000178209","PLEC"
"200","19",17405661,17405661,1,"*",17402939,17405630,2692,"-",30,"upstream",30,"ENSG00000130303","BST2"
"201","19",17405661,17405661,1,"*",17405686,17419324,13639,"+",24,"upstream",24,"ENSG00000282851","BISPR"
"202","19",17405661,17405661,1,"*",17405722,17433724,28003,"+",60,"upstream",60,"ENSG00000141971","MVB12A"
"203","2",9393444,9393444,1,"*",9206765,9405683,198919,"+",0,"inside",0,"ENSG00000151693","ASAP2"
"204","7",103445790,103445790,1,"*",103352730,103446207,93478,"-",0,"inside",0,"ENSG00000170615","SLC26A5"
"205","7",103445790,103445790,1,"*",103445207,103514007,68801,"+",0,"inside",0,"ENSG00000234715",""
"206","4",183097374,183097374,1,"*",183097017,183099199,2183,"-",0,"inside",0,"ENSG00000251359","WWC2-AS2"
"207","7",64307612,64307612,1,"*",64307459,64356634,49176,"+",0,"inside",0,"ENSG00000234444","ZNF736"
"208","15",90815284,90815284,1,"*",90811528,90815544,4017,"-",0,"inside",0,"ENSG00000287061",""
"209","15",90815284,90815284,1,"*",90717346,90816166,98821,"+",0,"inside",0,"ENSG00000197299","BLM"
"210","4",186676432,186676432,1,"*",186587794,186726722,138929,"-",0,"inside",0,"ENSG00000083857","FAT1"
"211","17",40093233,40093233,1,"*",40092793,40100589,7797,"-",0,"inside",0,"ENSG00000126368","NR1D1"
"212","17",40093233,40093233,1,"*",40058290,40093867,35578,"+",0,"inside",0,"ENSG00000126351","THRA"
"213","11",61967666,61967666,1,"*",61959718,61967634,7917,"-",31,"upstream",31,"ENSG00000167996","FTH1"
"214","11",61967666,61967666,1,"*",61967794,61969490,1697,"+",127,"upstream",127,"ENSG00000279491",""
"215","17",31575227,31575227,1,"*",31571142,31575659,4518,"+",0,"inside",0,"ENSG00000228768",""
"216","17",31575227,31575227,1,"*",31575269,31575358,90,"+",41,"upstream",41,"ENSG00000265976","MIR4725"
"217","17",31575227,31575227,1,"*",31575411,31575521,111,"+",183,"upstream",183,"ENSG00000283978","MIR365B"
"218","2",71560678,71560678,1,"*",71453561,71686763,233203,"+",0,"inside",0,"ENSG00000135636","DYSF"
"219","19",46787826,46787826,1,"*",46774883,46788594,13712,"-",0,"inside",0,"ENSG00000105281","SLC1A5"
"220","19",46787826,46787826,1,"*",46787815,46789043,1229,"+",0,"inside",0,"ENSG00000275719",""
"221","9",133142368,133142368,1,"*",133097720,133149334,51615,"-",0,"inside",0,"ENSG00000160271","RALGDS"
"222","9",133142368,133142368,1,"*",133098121,133163914,65794,"-",0,"inside",0,"ENSG00000285245",""
"223","1",161022568,161022568,1,"*",160995211,161021343,26133,"-",1224,"upstream",1224,"ENSG00000158769","F11R"
"224","1",161022568,161022568,1,"*",160997957,161038962,41006,"-",0,"inside",0,"ENSG00000270149",""
"225","1",155177543,155177543,1,"*",155169409,155187272,17864,"-",0,"inside",0,"ENSG00000273088",""
"226","1",155177543,155177543,1,"*",155173787,155184971,11185,"+",0,"inside",0,"ENSG00000163462","TRIM46"
"227","11",89487479,89487479,1,"*",89324353,89498187,173835,"-",0,"inside",0,"ENSG00000086991","NOX4"
"228","17",28319625,28319625,1,"*",28319200,28328685,9486,"+",0,"inside",0,"ENSG00000109084","TMEM97"
"229","19",18426564,18426564,1,"*",18418864,18434562,15699,"+",0,"inside",0,"ENSG00000130511","SSBP4"
"230","14",62116670,62116670,1,"*",62103122,62117175,14054,"-",0,"inside",0,"ENSG00000258903",""
"231","14",62116670,62116670,1,"*",62114353,62130962,16610,"+",0,"inside",0,"ENSG00000186369","LINC00643"
"232","4",41744597,41744597,1,"*",41744082,41748725,4644,"-",0,"inside",0,"ENSG00000109132","PHOX2B"
"233","9",35755349,35755349,1,"*",35749287,35758585,9299,"+",0,"inside",0,"ENSG00000107185","RGP1"
"234","9",35755349,35755349,1,"*",35752990,35756613,3624,"-",0,"inside",0,"ENSG00000215183","MSMP"
"235","4",1872258,1872258,1,"*",1871393,1982207,110815,"+",0,"inside",0,"ENSG00000109685","NSD2"
"236","14",71355735,71355735,1,"*",71320449,71741229,420781,"+",0,"inside",0,"ENSG00000197555","SIPA1L1"
"237","15",25238564,25238564,1,"*",24978583,25420336,441754,"+",0,"inside",0,"ENSG00000224078","SNHG14"
"238","15",25238564,25238564,1,"*",25239838,25239919,82,"+",1273,"upstream",1273,"ENSG00000201907","SNORD115-38"
"239","17",80058729,80058729,1,"*",80036632,80100613,63982,"+",0,"inside",0,"ENSG00000141519","CCDC40"
"240","16",19710556,19710556,1,"*",19701937,19718235,16299,"-",0,"inside",0,"ENSG00000103550","KNOP1"
"241","16",19710556,19710556,1,"*",19706351,19715383,9033,"+",0,"inside",0,"ENSG00000261312",""
"242","12",54053508,54053508,1,"*",54016931,54056030,39100,"+",0,"inside",0,"ENSG00000198353","HOXC4"
"243","11",67606742,67606742,1,"*",67602880,67606706,3827,"-",35,"upstream",35,"ENSG00000184224","C11orf72"
"244","11",67606742,67606742,1,"*",67605653,67612554,6902,"+",0,"inside",0,"ENSG00000167792","NDUFV1"
"245","16",15599398,15599398,1,"*",15594387,15643154,48768,"-",0,"inside",0,"ENSG00000166783","MARF1"
