"","seqnames","start","end","width","strand","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","ensembl_gene_id","gene_name"
"88","1",70221732,70221732,1,"*",70205682,70253052,47371,"+",0,"inside",0,"ENSG00000116754","SRSF11"
"89","1",70221732,70221732,1,"*",70218589,70221023,2435,"-",708,"upstream",708,"ENSG00000228988",""
"90","16",2980446,2980446,1,"*",2968024,2980479,12456,"-",0,"inside",0,"ENSG00000127564","PKMYT1"
"91","2",165469104,165469104,1,"*",165469647,165689407,219761,"+",542,"upstream",542,"ENSG00000178662","CSRNP3"
"92","22",37943965,37943965,1,"*",37943050,37944898,1849,"+",0,"inside",0,"ENSG00000278948",""
"93","22",37943965,37943965,1,"*",37943050,37953669,10620,"-",0,"inside",0,"ENSG00000128346","C22orf23"
"94","2",27493956,27493956,1,"*",27491883,27495200,3318,"-",0,"inside",0,"ENSG00000115226","FNDC4"
"95","3",127018383,127018383,1,"*",126982693,127037389,54697,"+",0,"inside",0,"ENSG00000114554","PLXNA1"
"96","8",142472075,142472075,1,"*",142449430,142545009,95580,"+",0,"inside",0,"ENSG00000181790","ADGRB1"
"97","15",70099035,70099035,1,"*",70047790,70098176,50387,"-",858,"upstream",858,"ENSG00000140332","TLE3"
"98","21",41426667,41426667,1,"*",41420020,41470071,50052,"+",0,"inside",0,"ENSG00000157601","MX1"
"99","22",20131123,20131123,1,"*",20129456,20148007,18552,"+",0,"inside",0,"ENSG00000099904","ZDHHC8"
"100","10",127919542,127919542,1,"*",127907103,128085855,178753,"+",0,"inside",0,"ENSG00000132334","PTPRE"
"101","2",219566677,219566677,1,"*",219550728,219571859,21132,"-",0,"inside",0,"ENSG00000124006","OBSL1"
"102","22",19022906,19022906,1,"*",18970439,19031242,60804,"+",0,"inside",0,"ENSG00000273032","DGCR5"
"103","14",24367978,24367978,1,"*",24365673,24379604,13932,"+",0,"inside",0,"ENSG00000100968","NFATC4"
"104","5",472430,472430,1,"*",466124,473098,6975,"-",0,"inside",0,"ENSG00000188242","PP7080"
"105","5",472430,472430,1,"*",470456,524449,53994,"-",0,"inside",0,"ENSG00000066230","SLC9A3"
"106","5",472430,472430,1,"*",473236,480884,7649,"+",805,"upstream",805,"ENSG00000225138","SLC9A3-AS1"
"107","6",37481000,37481000,1,"*",37433219,37482827,49609,"+",0,"inside",0,"ENSG00000137200","CMTR1"
"108","8",81035506,81035506,1,"*",80967810,81112068,144259,"-",0,"inside",0,"ENSG00000076641","PAG1"
"109","8",81035506,81035506,1,"*",81036964,81040831,3868,"+",1457,"upstream",1457,"ENSG00000254060",""
"110","16",400837,400837,1,"*",396725,410367,13643,"+",0,"inside",0,"ENSG00000103202","NME4"
"111","16",400837,400837,1,"*",401858,412487,10630,"+",1020,"upstream",1020,"ENSG00000242612","DECR2"
"112","10",117240725,117240725,1,"*",117239600,117241923,2324,"-",0,"inside",0,"ENSG00000225936",""
"113","10",117240725,117240725,1,"*",117241093,117279430,38338,"+",367,"upstream",367,"ENSG00000165646","SLC18A2"
"114","19",5061194,5061194,1,"*",4969113,5153598,184486,"+",0,"inside",0,"ENSG00000127663","KDM4B"
"115","20",32589473,32589473,1,"*",32564992,32608893,43902,"+",0,"inside",0,"ENSG00000204393","NOL4L-DT"
"116","20",32589473,32589473,1,"*",32581963,32593900,11938,"+",0,"inside",0,"ENSG00000228156",""
"117","8",144791023,144791023,1,"*",144789765,144792587,2823,"-",0,"inside",0,"ENSG00000161016","RPL8"
"118","12",132283234,132283234,1,"*",132196372,132329589,133218,"-",0,"inside",0,"ENSG00000182870","GALNT9"
"119","12",132283234,132283234,1,"*",132282814,132284606,1793,"+",0,"inside",0,"ENSG00000277011",""
"120","22",42858075,42858075,1,"*",42796502,42858106,61605,"-",0,"inside",0,"ENSG00000242247","ARFGAP3"
"121","22",42858075,42858075,1,"*",42835412,43015149,179738,"-",0,"inside",0,"ENSG00000100266","PACSIN2"
"122","10",102056057,102056057,1,"*",101845599,102056193,210595,"-",0,"inside",0,"ENSG00000120029","ARMH3"
"123","8",86508951,86508951,1,"*",86468257,86514357,46101,"-",0,"inside",0,"ENSG00000176623","RMDN1"
"124","10",73647876,73647876,1,"*",73644881,73663803,18923,"-",0,"inside",0,"ENSG00000166317","SYNPO2L"
"125","9",137371123,137371123,1,"*",137306896,137423211,116316,"-",0,"inside",0,"ENSG00000187609","EXD3"
"126","7",155812086,155812086,1,"*",155799980,155812463,12484,"-",0,"inside",0,"ENSG00000164690","SHH"
"127","11",61828933,61828933,1,"*",61799627,61829318,29692,"-",0,"inside",0,"ENSG00000149485","FADS1"
"128","11",61828933,61828933,1,"*",61792980,61867354,74375,"+",0,"inside",0,"ENSG00000134824","FADS2"
"129","16",73058495,73058495,1,"*",72782885,73891871,1108987,"-",0,"inside",0,"ENSG00000140836","ZFHX3"
"130","22",35840602,35840602,1,"*",35738736,36028824,290089,"-",0,"inside",0,"ENSG00000100320","RBFOX2"
"131","15",48536812,48536812,1,"*",48408313,48645721,237409,"-",0,"inside",0,"ENSG00000166147","FBN1"
"132","1",226308564,226308564,1,"*",226231149,226309869,78721,"-",0,"inside",0,"ENSG00000183814","LIN9"
"133","2",241268505,241268505,1,"*",241227264,241317061,89798,"-",0,"inside",0,"ENSG00000115677","HDLBP"
"134","1",114511212,114511212,1,"*",114392790,114511203,118414,"-",8,"upstream",8,"ENSG00000197323","TRIM33"
"135","4",184396284,184396284,1,"*",184387729,184474550,86822,"-",0,"inside",0,"ENSG00000168310","IRF2"
"136","7",765577,765577,1,"*",726699,786475,59777,"+",0,"inside",0,"ENSG00000164818","DNAAF5"
"137","1",10797053,10797053,1,"*",10636604,10796650,160047,"-",402,"upstream",402,"ENSG00000130940","CASZ1"
"138","12",40103773,40103773,1,"*",39755025,40106089,351065,"-",0,"inside",0,"ENSG00000151229","SLC2A13"
"139","7",5529504,5529504,1,"*",5526409,5563902,37494,"-",0,"inside",0,"ENSG00000075624","ACTB"
"140","10",43371616,43371616,1,"*",43371636,43376335,4700,"+",19,"upstream",19,"ENSG00000150201","FXYD4"
"141","1",145691388,145691388,1,"*",145670852,145708148,37297,"-",0,"inside",0,"ENSG00000174827","PDZK1"
"142","7",47392714,47392714,1,"*",47275154,47582558,307405,"-",0,"inside",0,"ENSG00000136205","TNS3"
"143","1",31238241,31238241,1,"*",31179745,31239887,60143,"-",0,"inside",0,"ENSG00000084628","NKAIN1"
"144","15",85413691,85413691,1,"*",85380571,85749358,368788,"+",0,"inside",0,"ENSG00000170776","AKAP13"
"145","17",64217305,64217305,1,"*",64147227,64263260,116034,"-",0,"inside",0,"ENSG00000136478","TEX2"
"146","18",26547273,26547273,1,"*",26542971,26545791,2821,"-",1481,"upstream",1481,"ENSG00000277534",""
"147","18",26547273,26547273,1,"*",26454910,26657401,202492,"-",0,"inside",0,"ENSG00000134504","KCTD1"
"148","5",11903972,11903972,1,"*",10971836,11904446,932611,"-",0,"inside",0,"ENSG00000169862","CTNND2"
"149","16",62035413,62035413,1,"*",61647242,62037035,389794,"-",0,"inside",0,"ENSG00000150394","CDH8"
"150","13",24161615,24161615,1,"*",23979700,24321031,341332,"+",0,"inside",0,"ENSG00000273167",""
"151","13",24161615,24161615,1,"*",23979805,24307074,327270,"+",0,"inside",0,"ENSG00000182957","SPATA13"
"152","13",24161615,24161615,1,"*",24162416,24162504,89,"+",800,"upstream",800,"ENSG00000252695","MIR2276"
"153","7",27144822,27144822,1,"*",27128969,27152561,23593,"-",0,"inside",0,"ENSG00000273433",""
"154","7",27144822,27144822,1,"*",27129977,27155928,25952,"+",0,"inside",0,"ENSG00000254369","HOXA-AS3"
"155","7",27144822,27144822,1,"*",27141052,27143681,2630,"-",1140,"upstream",1140,"ENSG00000106004","HOXA5"
"156","7",27144822,27144822,1,"*",27106184,27152583,46400,"-",0,"inside",0,"ENSG00000105997","HOXA3"
"157","15",83111603,83111603,1,"*",83107572,83144854,37283,"+",0,"inside",0,"ENSG00000136404","TM6SF1"
"158","20",51750302,51750302,1,"*",51596514,51768390,171877,"-",0,"inside",0,"ENSG00000054793","ATP9A"
"159","8",43291751,43291751,1,"*",43292483,43363518,71036,"+",731,"upstream",731,"ENSG00000188877","POTEA"
"160","3",195864127,195864127,1,"*",195863364,195911945,48582,"-",0,"inside",0,"ENSG00000061938","TNK2"
"161","20",45971712,45971712,1,"*",45948660,45972203,23544,"-",0,"inside",0,"ENSG00000198026","ZNF335"
"162","16",85615143,85615143,1,"*",85169525,85676204,506680,"+",0,"inside",0,"ENSG00000131149","GSE1"
"163","17",7042301,7042301,1,"*",7041621,7044092,2472,"-",0,"inside",0,"ENSG00000174326","SLC16A11"
"164","16",81530587,81530587,1,"*",81444808,81711762,266955,"+",0,"inside",0,"ENSG00000153815","CMIP"
"165","2",207124113,207124113,1,"*",207074137,207167267,93131,"-",0,"inside",0,"ENSG00000118263","KLF7"
"166","2",219243125,219243125,1,"*",219236598,219245478,8881,"-",0,"inside",0,"ENSG00000163521","GLB1L"
"167","1",92961894,92961894,1,"*",92832737,92961522,128786,"-",371,"upstream",371,"ENSG00000154511","DIPK1A"
"168","1",111476935,111476935,1,"*",111473792,111478512,4721,"+",0,"inside",0,"ENSG00000143110","C1orf162"
"169","1",2530399,2530399,1,"*",2528745,2530263,1519,"-",135,"upstream",135,"ENSG00000197921","HES5"
"170","1",2530399,2530399,1,"*",2530064,2547460,17397,"+",0,"inside",0,"ENSG00000272449",""
"171","6",158814179,158814179,1,"*",158765741,158819368,53628,"-",0,"inside",0,"ENSG00000092820","EZR"
"172","11",79439862,79439862,1,"*",78652829,79441030,788202,"-",0,"inside",0,"ENSG00000149256","TENM4"
"173","16",75483154,75483154,1,"*",75472052,75495445,23394,"-",0,"inside",0,"ENSG00000183196","CHST6"
"174","16",75483154,75483154,1,"*",75475896,75495407,19512,"+",0,"inside",0,"ENSG00000203472",""
"175","15",65285857,65285857,1,"*",65234460,65300618,66159,"-",0,"inside",0,"ENSG00000138617","PARP16"
"176","15",65285857,65285857,1,"*",65285461,65285591,131,"-",265,"upstream",265,"ENSG00000206903","SNORA24B"
"177","18",57439865,57439865,1,"*",57435374,57491298,55925,"+",0,"inside",0,"ENSG00000119547","ONECUT2"
"178","1",922982,922982,1,"*",923923,944575,20653,"+",940,"upstream",940,"ENSG00000187634","SAMD11"
"179","17",7294681,7294681,1,"*",7288263,7294639,6377,"-",41,"upstream",41,"ENSG00000006047","YBX2"
"180","5",167283841,167283841,1,"*",167284799,168264157,979359,"+",957,"upstream",957,"ENSG00000145934","TENM2"
"181","10",124093522,124093522,1,"*",124007668,124093598,85931,"-",0,"inside",0,"ENSG00000182022","CHST15"
"182","19",17405661,17405661,1,"*",17402939,17405630,2692,"-",30,"upstream",30,"ENSG00000130303","BST2"
"183","19",17405661,17405661,1,"*",17405686,17419324,13639,"+",24,"upstream",24,"ENSG00000282851","BISPR"
"184","19",17405661,17405661,1,"*",17405722,17433724,28003,"+",60,"upstream",60,"ENSG00000141971","MVB12A"
"185","19",37075384,37075384,1,"*",37007857,37130368,122512,"+",0,"inside",0,"ENSG00000197050","ZNF420"
"186","19",37075384,37075384,1,"*",37075113,37078605,3493,"-",0,"inside",0,"ENSG00000267345",""
"187","8",141129740,141129740,1,"*",141124717,141130064,5348,"-",0,"inside",0,"ENSG00000253210",""
"188","8",141129740,141129740,1,"*",141117278,141195808,78531,"+",0,"inside",0,"ENSG00000105339","DENND3"
"189","16",71289803,71289803,1,"*",71288775,71309963,21189,"+",0,"inside",0,"ENSG00000261260",""
"190","16",71289803,71289803,1,"*",71281389,71289715,8327,"-",87,"upstream",87,"ENSG00000180917","CMTR2"
"191","19",1230989,1230989,1,"*",1228287,1238027,9741,"-",0,"inside",0,"ENSG00000099625","CBARP"
"192","19",52493295,52493295,1,"*",52453553,52516882,63330,"+",0,"inside",0,"ENSG00000258405","ZNF578"
"193","4",44447554,44447554,1,"*",44173903,44448809,274907,"-",0,"inside",0,"ENSG00000183783","KCTD8"
"194","6",43644910,43644910,1,"*",43645036,43672600,27565,"+",125,"upstream",125,"ENSG00000172426","RSPH9"
"195","6",52280735,52280735,1,"*",52264014,52284881,20868,"-",0,"inside",0,"ENSG00000112118","MCM3"
"196","7",71132105,71132105,1,"*",71132144,71713600,581457,"+",38,"upstream",38,"ENSG00000185274","GALNT17"
"197","3",52495048,52495048,1,"*",52495338,52524495,29158,"+",289,"upstream",289,"ENSG00000010327","STAB1"
"198","15",62845481,62845481,1,"*",62827675,62884034,56360,"-",0,"inside",0,"ENSG00000259370",""
"199","19",46785006,46785006,1,"*",46774883,46788594,13712,"-",0,"inside",0,"ENSG00000105281","SLC1A5"
"200","7",41692639,41692639,1,"*",41667168,41705834,38667,"-",0,"inside",0,"ENSG00000122641","INHBA"
"201","7",41692639,41692639,1,"*",41693884,41779388,85505,"+",1244,"upstream",1244,"ENSG00000224116","INHBA-AS1"
"202","9",133142368,133142368,1,"*",133097720,133149334,51615,"-",0,"inside",0,"ENSG00000160271","RALGDS"
"203","9",133142368,133142368,1,"*",133098121,133163914,65794,"-",0,"inside",0,"ENSG00000285245",""
"204","17",43399932,43399932,1,"*",43398993,43401137,2145,"+",0,"inside",0,"ENSG00000175906","ARL4D"
"205","17",76307926,76307926,1,"*",76274049,76308276,34228,"-",0,"inside",0,"ENSG00000129646","QRICH2"
"206","19",49325384,49325384,1,"*",49289638,49325215,35578,"-",168,"upstream",168,"ENSG00000063127","SLC6A16"
"207","17",50273499,50273499,1,"*",50271406,50281485,10080,"+",0,"inside",0,"ENSG00000167105","TMEM92"
"208","4",42399225,42399225,1,"*",42397488,42402487,5000,"+",0,"inside",0,"ENSG00000178343","SHISA3"
"209","17",80848606,80848606,1,"*",80544819,80966371,421553,"+",0,"inside",0,"ENSG00000141564","RPTOR"
"210","1",228650240,228650240,1,"*",228650241,228651379,1139,"+",0,"upstream",0,"ENSG00000183929","DUSP5P1"
"211","19",17215623,17215623,1,"*",17215346,17219829,4484,"+",0,"inside",0,"ENSG00000053501","USE1"
"212","16",693584,693584,1,"*",692498,705808,13311,"-",0,"inside",0,"ENSG00000127585","FBXL16"
"213","2",17878477,17878477,1,"*",17877847,18361616,483770,"+",0,"inside",0,"ENSG00000170745","KCNS3"
"214","16",86508001,86508001,1,"*",86474529,86509099,34571,"-",0,"inside",0,"ENSG00000268388","FENDRR"
"215","3",187746860,187746860,1,"*",187721377,187745725,24349,"-",1134,"upstream",1134,"ENSG00000113916","BCL6"
"216","9",109318568,109318568,1,"*",109171974,109321059,149086,"-",0,"inside",0,"ENSG00000095203","EPB41L4B"
"217","5",40908676,40908676,1,"*",40909497,40984643,75147,"+",820,"upstream",820,"ENSG00000112936","C7"
"218","1",25875728,25875728,1,"*",25861484,25875708,14225,"-",19,"upstream",19,"ENSG00000182749","PAQR7"
"219","11",112241849,112241849,1,"*",112226367,112269955,43589,"+",0,"inside",0,"ENSG00000150787","PTS"
"220","7",769411,769411,1,"*",726699,786475,59777,"+",0,"inside",0,"ENSG00000164818","DNAAF5"
"221","16",69937223,69937223,1,"*",69762328,69941741,179414,"+",0,"inside",0,"ENSG00000198373","WWP2"
"222","1",200872998,200872998,1,"*",200872981,200874178,1198,"+",0,"inside",0,"ENSG00000170128","GPR25"
"223","16",62036280,62036280,1,"*",61647242,62037035,389794,"-",0,"inside",0,"ENSG00000150394","CDH8"
"224","2",20350444,20350444,1,"*",20248691,20352234,103544,"-",0,"inside",0,"ENSG00000055917","PUM2"
"225","1",935677,935677,1,"*",923923,944575,20653,"+",0,"inside",0,"ENSG00000187634","SAMD11"
"226","11",112260786,112260786,1,"*",112226367,112269955,43589,"+",0,"inside",0,"ENSG00000150787","PTS"
"227","11",112260786,112260786,1,"*",112248153,112260860,12708,"-",0,"inside",0,"ENSG00000188771","PLET1"
"228","11",112260786,112260786,1,"*",112260265,112261396,1132,"+",0,"inside",0,"ENSG00000268472",""
"229","22",41527369,41527369,1,"*",41525799,41544606,18808,"-",0,"inside",0,"ENSG00000100413","POLR3H"
"230","22",41527369,41527369,1,"*",41447830,41529273,81444,"+",0,"inside",0,"ENSG00000100412","ACO2"
"231","2",158969321,158969321,1,"*",158968640,159232659,264020,"+",0,"inside",0,"ENSG00000115183","TANC1"
"232","4",26860560,26860560,1,"*",26859806,26860632,827,"-",0,"inside",0,"ENSG00000240005","STIM2-AS1"
"233","4",26860560,26860560,1,"*",26857601,27025381,167781,"+",0,"inside",0,"ENSG00000109689","STIM2"
"234","17",41624803,41624803,1,"*",41619442,41624842,5401,"-",0,"inside",0,"ENSG00000128422","KRT17"
"235","13",97222279,97222279,1,"*",97221434,97394120,172687,"+",0,"inside",0,"ENSG00000139793","MBNL2"
"236","10",80408287,80408287,1,"*",80407829,80437115,29287,"+",0,"inside",0,"ENSG00000122378","PRXL2A"
"237","11",118613842,118613842,1,"*",118606440,118658031,51592,"+",0,"inside",0,"ENSG00000019144","PHLDB1"
"238","5",1088893,1088893,1,"*",1050384,1112063,61680,"-",0,"inside",0,"ENSG00000113504","SLC12A7"
"239","12",51421299,51421299,1,"*",51391317,51515763,124447,"+",0,"inside",0,"ENSG00000050438","SLC4A8"
"240","14",22598093,22598093,1,"*",22595808,22598946,3139,"-",0,"inside",0,"ENSG00000275552",""
"241","14",22598093,22598093,1,"*",22598237,22613215,14979,"+",143,"upstream",143,"ENSG00000100439","ABHD4"
"242","5",113487673,113487673,1,"*",113022099,113488823,466725,"-",0,"inside",0,"ENSG00000171444","MCC"
"243","3",49133063,49133063,1,"*",49121114,49133118,12005,"-",0,"inside",0,"ENSG00000172037","LAMB2"
"244","16",46885044,46885044,1,"*",46884362,46931289,46928,"+",0,"inside",0,"ENSG00000166123","GPT2"
"245","3",14655571,14655571,1,"*",14651746,14672659,20914,"+",0,"inside",0,"ENSG00000154781","CCDC174"
