,seqnames,start
42869,1,235649540
42970,10,1737625
43261,8,133049947
43316,5,16179026
43946,1,31742936
43979,11,10306881
44122,7,5407722
44282,11,536299
44307,16,29961618
44351,5,172683576
44374,7,13850246
44783,2,85054005
45150,17,7015379
45153,18,54958134
45446,17,36940455
45448,5,128965539
45593,13,60013209
45652,13,112837728
45663,8,109539764
45702,3,63936866
45752,6,150600433
45901,22,19022955
45984,17,59841321
46141,20,1122637
46185,6,84618387
46191,8,27325448
46377,7,1101705
46422,1,34977238
46453,16,571771
46608,6,11855050
46752,16,69566630
46803,16,1558793
46828,17,58517633
46857,15,101320832
46880,4,113383193
46912,10,87095328
46932,22,37607200
47035,10,45427926
47160,1,203796257
47218,19,2213934
47329,3,50235846
47547,8,86508948
47582,2,54527764
47868,7,5362666
48034,19,4566632
48043,1,247857510
48104,11,34266678
48128,11,1299316
48229,7,149432605
48574,11,65574791
48625,17,79950783
48755,19,8139596
49301,2,174025117
49337,8,58877425
49348,17,44004442
49411,2,96407801
49517,15,82648530
49525,9,137459023
49771,16,4681717
49773,12,117045281
49802,19,36572898
49864,1,159910537
49885,1,109254711
49898,10,97772122
50002,16,89201632
50099,16,47143692
50113,3,10290486
50307,2,128493116
50444,14,54737251
50529,8,41310482
50665,7,45574701
50696,4,82375182
51066,1,154556366
51116,3,54622938
51193,2,233461319
51336,2,119432626
51449,20,62550397
51522,14,23154519
51641,1,248692063
51693,1,32221972
51791,16,86512768
51837,7,57180041
51912,12,57234871
51928,19,55087075
51961,19,2556026
52279,16,71860265
52311,17,4366678
52364,5,462256
52446,1,160366696
52448,16,48388517
52481,3,62374098
52482,14,24081717
52702,16,27426579
52720,16,69398597
52731,10,99533009
52858,8,30723287
52969,17,57585923
53032,17,36661485
53294,22,19766728
53318,11,17722214
53461,17,48107921
53524,20,63627215
53814,11,2952112
53931,7,151248842
54183,8,142769869
54220,10,23439321
54283,16,6019046
54335,5,59894107
54368,11,2169852
54492,16,89373525
54639,8,134597955
54758,7,149065529
54930,1,59819023
55191,3,158732801
55228,13,28138400
55233,15,43493210
55354,16,28562058
55460,5,3598853
55597,6,134740260
55687,2,70888864
55844,17,14207246
55874,2,162243615
55882,6,6006537
55898,6,52995436
55926,6,43054371
56244,15,51720473
56390,9,34577974
56417,1,109483379
56864,16,70666517
56913,3,72375831
57155,22,42519884
57217,12,56468720
57232,1,84754559
57299,5,169300758
57355,1,204359953
57392,15,22714472
57476,1,6306530
57571,11,112164452
57765,6,28090946
57775,1,46303676
57814,12,125183350
57846,1,100041174
57908,15,83285028
57929,20,56629286
57972,4,9781739
58053,19,13876986
58151,20,53583239
58279,17,63941048
58353,1,2402697
58442,16,3793414
58592,17,44006318
58616,17,40093099
58810,19,19385295
58850,16,20900923
58927,10,110499547
58942,10,788563
58972,14,64191955
59046,7,36389573
59087,3,111072553
59208,3,122101880
59303,19,14085770
59320,19,12804180
59480,3,149216054
59512,20,45174844
59528,5,172748852
59533,5,141408056
59950,19,40226206
60048,2,217905547
60262,5,57212976
60268,16,67648102
60272,3,87052775
60273,11,7077149
60428,3,57165505
60498,12,100720206
60505,21,43658196
60528,1,205774880
60544,11,69643876
60565,6,7640911
60591,3,187736694
60592,19,9363020
60646,3,4582448
60769,6,33607942
60786,13,73913398
60793,13,112969530
60817,17,78855756
60949,4,173073903
61014,12,54053499
61188,11,120424072
61357,11,734704
61522,10,44005683
61654,5,163696440
61722,16,4701266
61812,5,3536165
62073,18,78977834
62180,19,51022382
62231,1,214658865
62268,15,43796611
62273,8,17157280
62481,17,2376068
62526,16,69132443
62565,2,48357221
62657,11,46723204
62710,2,149739800
63309,8,20255448
63580,2,100819965
63658,13,95677108
63697,17,82230010
63720,20,50729150
63742,4,150242374
64166,2,17880052
64326,10,55631295
64354,19,57456526
64524,21,42010617
64711,17,7408722
64835,11,30017068
65031,11,128825646
65351,1,39883231
65411,8,7893682
65488,17,78359065
65656,11,86244532
65783,7,52276849
65919,7,1452151
65931,19,14085407
65979,12,53218857
66093,10,398974
66197,1,33350490
66240,2,105438549
66302,12,15322556
66541,3,50275590
66598,3,55474557
66666,1,234544765
66754,3,10164729
66770,13,33126455
66907,6,106182632
66970,1,50423770
67000,6,168377632
67006,17,63441128
67107,3,126101529
67419,1,19210621
67595,1,234656644
67603,13,112782337
67650,8,25000379
67657,1,3313175
68174,17,39664242
68323,20,20368924
68379,12,6364477
68635,8,96159673
68694,14,35533975
68762,11,93733258
68942,3,194269637
69091,14,104741379
69158,6,42971291
69162,10,11005391
69324,8,127795817
69326,3,192514679
69329,6,44003287
69355,14,100883036
69387,18,58256663
69531,13,113229795
69568,10,68071617
69683,19,18594550
69910,3,197456791
70262,20,38429853
70587,11,78715831
70597,5,135477639
70668,10,132293061
70687,5,865235
71053,6,75085084
71085,1,61083111
71206,8,10054250
71279,2,503193
71287,20,21126472
71304,19,47778501
71416,20,53875709
71583,6,45549288
71658,3,133474897
71719,10,727161
71836,20,58851267
71921,7,907842
72067,19,56097695
72136,6,53985531
72214,17,17119743
72274,1,15214721
72375,19,13024700
72521,13,28819674
72578,5,132655799
72593,19,50552104
72653,4,53591942
72671,2,172235514
72748,7,151081637
72860,13,112844100
72966,13,46386980
73235,2,127144306
73452,2,10386327
73512,13,28754842
73586,5,122078477
73613,5,180179623
73615,19,2430341
73625,13,98506533
73721,3,190387766
73822,4,22502164
73922,10,88244254
73999,1,156816861
74107,2,145012471
74266,18,58256773
74369,1,1141051
74373,19,37779976
74488,17,58328933
74581,1,44031680
74613,5,149141254
74630,7,65081545
74653,2,262754
74757,12,27553410
74778,14,24136046
75126,20,2536439
75452,7,73433532
75460,1,32742314
75749,2,86337004
75754,15,67033744
75913,10,49759771
76038,17,31392005
76073,11,65095901
76500,17,50840728
76529,22,50730600
76604,12,3107092
76728,17,49193823
76835,2,234954721
76887,9,136508861
77135,1,29164412
77226,11,18324854
77265,1,112707045
77291,20,17614710
77315,4,3179203
77343,17,41914438
77488,3,9183881
77502,10,99846269
77596,1,52686409
77624,11,102110436
77747,3,146251931
77856,4,121933377
77869,13,44437335
77916,1,155211824
78042,3,13283260
78206,3,139678337
78370,6,89638468
78871,8,12755632
79035,16,729218
79424,11,78702569
79435,8,134734935
79487,15,25085223
79609,2,153872546
79875,7,6272810
80007,20,58650139
80100,19,57600399
80154,12,57238337
80198,2,241540834
80202,17,6591760
80213,2,174025201
80268,3,149474517
80322,20,51801433
80337,10,31929040
80480,14,39266007
80508,17,75364171
80550,12,12719752
80671,6,38567517
80683,11,68118138
80737,20,20368524
80831,15,69161023
80999,1,203488022
81042,19,47407323
81231,8,68331163
81424,13,77919170
81576,10,3781566
81771,3,187738791
81850,8,51809580
81885,9,93295522
81902,19,17215607
81922,11,76666528
82001,8,29665322
82016,21,41715694
82059,9,110114880
82327,19,45935580
82345,19,48320170
82358,9,98708514
82398,3,58471249
82503,17,1478748
82723,21,37268178
82767,8,37897642
83056,9,130846558
83067,5,3346696
83349,15,40440911
83536,3,186045261
83671,18,2907349
83674,1,158179438
83783,9,115063746
83957,11,17014329
84109,13,30408689
84448,6,24402834
84496,15,85770710
84665,3,119559749
85069,22,20701994
85124,9,137054611
85300,11,111937670
85380,9,137278895
85439,1,68233035
85543,17,76709603
85671,9,120926467
85742,6,88963991
85787,9,133478890
85882,5,151804151
85883,9,116238585
86069,9,121741346
86121,2,120583657
86217,9,78027548
86310,22,41543977
86505,12,95789747
86525,9,132590048
87210,14,35534002
87360,12,132805862
87484,19,47048635
87556,6,53326992
87866,12,132773158
87995,1,46544433
88193,9,92808375
88213,9,131476663
88279,9,137788760
88315,9,83630054
88371,9,122941561
88500,17,81855631
88762,1,155224991
89068,7,108569606
89156,6,170221577
89248,2,174487169
89523,11,64554607
89644,2,99337300
89657,19,827739
89812,2,96842749
89842,5,11389178
90111,19,46471923
90346,5,24170177
90414,4,158157714
90484,10,69180220
90632,6,42104945
90893,19,48364429
91064,21,45928313
91225,17,80475847
91423,6,75493814
91442,1,1372287
91450,1,55039298
91489,12,117048359
91504,17,56593009
91631,2,74584303
91655,4,145808012
91679,3,153138984
91784,19,13013401
91789,20,33055245
91819,6,17311925
91835,19,17948245
91862,7,103284361
91961,19,48746995
92033,19,39471476
92530,1,47191181
92541,17,81891178
92652,17,305254
93043,11,66267364
93111,10,3118782
93158,5,132658036
93200,5,102796317
93204,15,82952158
93213,2,20225888
93234,18,77249829
93329,22,31945636
93356,6,36938789
93379,13,80337557
93818,4,89837692
94049,19,39084072
94105,14,94581383
94385,3,157437413
94415,11,62999697
94609,12,57236639
94710,7,27184724
94750,10,133050113
94928,2,141611776
94964,19,48729285
95016,1,173669991
95042,1,44831773
95170,1,240823598
95428,11,65084479
96131,12,50763989
96246,15,75844045
96265,1,3471349
96287,12,34341917
96485,14,91417329
96532,8,74984485
96542,3,64685639
96663,19,27806184
96669,2,199469835
96696,11,130772904
96724,4,41061730
96925,18,78976785
96939,3,25156219
97065,5,159331482
97138,1,2082309
97418,8,1463533
97426,17,81937197
97469,7,743054
97820,18,36758723
97964,7,151058484
98016,2,9951768
98033,6,168081805
98056,4,76216929
98149,3,182980221
98192,5,154482623
98210,2,239352847
98371,3,45677313
98452,11,71548535
98816,3,114317748
98887,1,62688133
98952,1,37034768
98965,1,152034739
99044,5,16465779
99118,10,72260670
99262,2,237487512
99301,5,83473088
99338,6,145735283
99382,17,56596977
99844,16,4242046
99977,10,6222813
100002,11,59845647
100023,16,89201535
100112,16,67896667
100199,5,59125732
100408,1,228487969
100717,16,87963264
100830,22,41689009
100874,1,152107237
100888,14,68627088
101084,2,85584298
101121,4,56977844
101191,12,21773590
101207,1,3652822
101588,3,149377956
101634,2,86942876
101643,11,46846367
101899,12,132305666
101908,12,124445614
101979,3,184598704
102064,10,45004808
102105,17,75753613
102175,2,102146993
102221,14,94581765
102574,10,125025069
102740,10,99533326
102904,15,98866719
102908,4,38667133
102982,1,31423545
103129,1,243474664
103159,19,3822128
103312,4,86596706
103313,1,119001447
103319,2,241702061
103530,19,41860591
103544,3,53821902
103551,8,97090788
103713,8,84185011
103818,10,49326391
104170,12,6914363
104193,3,138382468
104291,2,39642267
104434,17,82971269
104436,12,57236324
104688,19,55476261
104739,9,95045411
105149,17,82848315
105170,2,42339416
105218,2,27152695
105291,4,110620907
105402,11,84317339
105425,3,196216765
105551,3,160404457
105735,17,44968993
105977,12,124424055
106026,12,65533299
106147,4,4872821
106262,13,25371518
106266,11,30017072
106377,9,127509105
106448,10,133288345
106481,21,36247740
106693,1,11099366
107238,15,99426850
107488,22,23388320
107551,5,128537859
107685,1,78620028
107848,17,67244747
108116,18,2916740
108201,7,134865679
108227,7,5529481
108268,19,17230815
108332,11,115192204
108352,14,100223276
108511,17,40350098
108577,6,62286278
108838,22,45413573
108905,3,46987845
109050,1,202013244
109082,10,89591470
109195,1,19679018
109285,3,50569206
109523,15,78077873
109698,19,930871
110026,10,24344374
110034,10,12042955
110050,19,18650754
110430,5,3188058
110570,5,107812717
110592,16,31443027
110611,6,45830699
110868,19,2555793
110959,11,46352091
111199,17,28521326
111206,19,31353276
111306,12,124565984
111446,7,907514
111507,3,194312890
111535,6,90587797
111548,17,29929573
111675,17,35063789
111691,1,154760384
112123,1,25567244
112689,1,21424856
112898,11,32587070
112930,8,124729105
113038,2,167869025
113071,17,1618189
113122,21,42686123
113160,14,105045876
113233,8,691497
113302,10,5862598
113307,12,7860330
113313,10,102451631
113316,11,8867267
113629,7,55254394
113907,3,187914540
114256,17,63446150
114296,19,51181731
114441,20,1893881
114444,12,131872443
114481,17,4711870
114647,17,28903100
114770,2,241272504
114980,7,149719732
115073,3,129003672
115326,11,3855578
115411,17,39563660
115419,15,67049672
115532,13,112838462
115570,7,921747
115585,14,101928036
115638,14,22598426
115855,11,420266
115930,19,10479486
116037,6,160258658
116155,19,50872719
116173,17,47987961
116347,10,70109379
116396,13,97275884
116542,15,22926022
116693,5,20303572
116998,19,8506188
117020,19,3676584
117089,1,11653586
117119,2,105399089
117133,4,139921748
117214,7,3174767
117223,5,61319482
117391,14,69611619
117419,11,622175
117468,16,82035375
117516,6,44063255
117588,17,44759377
117595,2,168459981
117606,19,48944942
117751,2,112915181
117788,13,98579376
117893,10,72087100
118049,2,3575525
118056,13,32428460
118089,10,6580593
118090,2,119260839
118342,2,29121049
118412,7,33807522
118415,3,73432380
118600,6,44058738
118630,5,15936533
118708,12,21936626
119065,12,6377535
119107,3,97822601
119417,13,112983515
119516,20,37345904
119628,3,15983033
119675,6,50717385
119735,2,135837691
120076,7,98626604
120122,2,96665298
120176,8,60175748
120214,15,77994179
120358,4,107821134
120409,3,48685475
120457,11,66856787
120465,3,71542278
120474,21,45365419
120513,5,58582468
120805,12,92561629
120984,1,11894117
121019,1,25543516
121108,15,88605079
121117,14,31457277
121146,17,75081527
121259,8,13065771
121350,19,5294185
121525,12,6970848
121593,16,482468
121613,2,190408944
121697,1,160115791
122595,3,58178441
122726,1,11047249
122767,17,28720662
122778,1,15684863
122906,8,8897762
122973,11,955120
123282,7,1980948
123500,19,56393663
123605,16,31215233
123776,17,42181393
123798,22,23762960
123846,19,50518926
124017,13,110990299
124364,20,63006797
124507,5,115494976
124592,5,115545048
124756,18,3262014
124761,6,169452711
124782,12,757123
124821,9,131421900
124873,18,23574296
124919,9,37463347
125002,12,125140495
125246,4,113436445
125354,6,136990150
125584,9,68705777
125595,4,113979735
125668,22,26479686
125751,8,130015986
125770,1,228457926
126047,21,37435121
126108,2,234334238
126149,7,140175615
126320,3,50340994
126333,7,69824880
126498,17,49575850
126958,11,64235163
126978,6,83709005
127072,18,58867594
127153,6,24356850
127290,19,6534925
127317,19,46784809
127353,6,27814348
127553,21,29940010
128030,4,153464984
128055,17,61416679
128242,22,24432687
128304,1,145979699
128361,2,29116210
128452,1,156161035
128488,17,48582577
128527,1,241818241
128580,7,983268
128832,3,97439868
129032,21,45348209
129085,17,66299868
129109,3,160757314
129462,4,128288864
129603,2,133266694
129678,7,549578
129933,8,70396162
130393,8,133645569
130575,12,6548652
130751,6,87702554
131324,8,141209230
131596,17,1260300
131793,2,120220352
132022,11,1222999
132224,19,2783383
132291,2,189179910
132295,12,124847637
132363,5,158456925
132374,11,111297869
132552,3,46812807
132615,22,46678913
133088,14,23573042
133153,2,104868050
133211,11,33542400
133241,7,27103081
133285,12,64759461
133336,19,5789688
133508,14,75522422
133666,14,64465025
133810,8,108787680
133884,2,70978555
134374,3,50506921
134392,11,125111973
134582,2,109335250
134902,10,3636893
135212,9,129835906
135265,11,34513849
135339,21,45302668
135414,20,2508401
135424,12,45292643
135452,14,104717839
135696,19,46788903
135841,5,98769170
135935,8,138477514
135953,7,99919654
135975,3,122577641
136002,20,2800670
136240,12,6845370
136477,10,101061795
136607,8,143716707
136860,3,185552770
137005,19,31350255
137078,3,187736689
137155,10,80408323
137203,1,25728209
137206,20,25059176
137240,8,12755630
137258,1,156195463
137272,10,113326344
137319,14,54754769
137808,7,66904538
137840,13,110150391
137916,3,196274835
138134,10,13729465
138165,17,41027223
138183,11,64854767
138664,8,23103086
138694,1,157138884
139045,6,153092966
139526,7,73671351
139573,19,44813425
139792,1,25547927
139798,1,151720746
139864,2,168731834
139889,14,103532728
139904,3,58389196
140277,1,41727682
140724,2,199469716
141040,1,41362429
141104,12,8608262
141142,6,41028316
141230,3,197466297
141326,13,46655792
141346,17,49209121
141390,10,113162882
141443,2,84884275
141459,11,1029029
141472,19,49684736
141543,1,103108541
141561,11,65891355
141643,3,184299069
141677,17,39628441
141758,12,132847980
141870,20,46541855
141975,2,157257892
141981,6,139292289
142091,4,8376449
142314,6,83709641
142328,1,111200649
142392,17,39704091
142456,17,80725022
142582,3,147407995
142783,17,1404550
142934,6,5287610
143083,3,129606287
143090,18,57440523
143302,19,55080974
143564,1,204360030
143639,17,81642069
143726,3,44761799
143943,6,157324350
144228,12,124424071
144394,1,205813111
144459,1,1757537
144584,2,161136804
144769,14,75430639
144788,1,33633367
144817,4,8606220
144945,1,22025242
144974,1,154463472
144976,10,114174789
145012,13,91347154
145030,13,112843636
145172,12,49950675
145201,10,33194181
145208,2,1744360
145362,6,3751505
145387,4,728183
145454,3,45943450
145541,22,37953529
145553,8,127795771
145688,1,116493710
145896,11,44520355
145991,3,24495818
146084,3,191282457
146185,20,58853382
146392,19,53035434
146561,17,54900674
146588,22,41620994
146639,17,80443989
146692,4,122239721
146940,11,128908611
147065,17,58336529
147313,6,169659177
147538,18,4455337
147786,12,56636329
147948,4,150582436
148047,13,102397404
148128,2,43445513
148193,17,7584275
148209,19,43532863
148468,2,164841468
148480,11,64138578
148520,17,7384333
148743,20,3707177
148886,4,13522417
148973,6,127519471
149035,6,10412246
149125,14,71397039
149323,8,53251521
149479,12,54015428
149695,15,40952655
149709,13,112241232
149727,5,959026
149743,1,32221135
150201,19,18173310
150284,17,40417828
150295,12,27331723
150386,10,133372507
150558,8,133375779
150592,13,28755016
150833,10,6172116
150875,7,149422590
150943,8,71843333
150992,11,67650934
150998,20,41340745
151013,10,8053868
151041,17,74935697
151178,4,760115
151208,19,49909607
151311,1,84690643
151345,22,37569035
151426,1,6724689
151435,2,205926026
151668,17,78621882
151751,13,27454844
151762,11,134436228
151775,17,16535756
151849,10,12720779
151898,13,57633725
151993,3,50323236
152157,16,13935678
152193,6,113645492
152538,1,221717089
152541,2,87825357
152593,1,3638474
152900,17,80829325
153054,19,5212472
153096,2,113173941
153199,2,38115305
153391,6,62286214
153518,3,10764271
153531,17,66964166
153659,11,12889382
153926,13,113631645
153998,1,165908070
154155,5,172123251
154670,5,93583941
155072,8,102122980
155250,14,91254183
155302,5,67315668
155358,5,169706962
155770,19,35501889
155797,20,62220867
155817,19,46298300
155840,18,79713568
155878,21,36917605
155893,14,101917740
156029,4,87006891
156128,20,49319146
156129,12,56157895
156287,2,101329405
156456,3,107957375
156507,16,86734511
156680,20,57709856
156682,2,199465127
156913,19,35768242
156936,10,3172358
157079,10,100739066
157136,19,45553649
157449,2,240561925
157617,19,16659981
157734,17,38855238
157873,4,80070135
158008,1,6167963
158118,3,50341000
158259,10,49613007
158376,4,173370202
158499,7,37920153
158557,10,12041920
158566,19,34927441
158579,17,48618005
158666,2,47206143
