,seqnames,start
80635,3,124094572
80657,15,48811086
80895,2,118013762
81164,18,12376969
81186,2,134121269
81229,9,136472945
81424,13,77919170
81429,22,49724875
81465,10,100684918
81586,8,109692528
81915,3,171843270
81965,19,48364224
82218,9,124392908
82326,9,121775352
82396,19,15911662
82511,19,45553526
82619,9,126587485
82723,21,37268178
82759,10,48982800
82858,3,127536709
82890,7,39566191
82998,7,27101469
83521,1,154192223
83657,9,95093797
84176,9,110256116
84400,4,3122440
84469,9,36840544
84470,15,59276513
84528,2,158457364
84619,7,158199952
84621,4,84499846
84654,9,89678382
84685,9,126862715
84766,4,41935606
84847,12,53218767
84882,1,110635207
84894,19,40217325
85022,17,75897128
85100,8,143567188
85249,2,96325244
85354,2,44802838
85521,17,80337757
85584,9,89178450
85594,7,949592
85777,19,41364438
86032,9,131475765
86181,19,18856467
86441,14,93066218
86641,1,43068242
86725,10,22605125
86738,4,37978198
86742,10,11005472
87177,18,48923019
87295,7,120950605
87484,19,47048635
87566,9,128251044
87584,9,100578192
87702,4,112379612
87793,11,2795951
87848,9,96934239
87985,1,247418764
88022,9,136327260
88160,17,17837154
88279,9,137788760
88341,1,153628496
88562,9,91727756
88574,9,61669632
88762,1,155224991
88800,4,25095936
89022,7,101180096
89081,17,36528839
89297,11,119728466
89514,1,203075598
89575,1,1513822
89860,10,62433309
89981,11,111308265
90009,5,24645038
90038,10,112950121
90131,10,34110916
90143,17,36942303
90337,6,36443439
90367,1,16375981
90372,10,80408539
90604,14,24274185
90795,13,112842086
91062,19,36236083
91096,13,113209772
91219,6,117265503
91422,1,9654785
91423,6,75493814
91452,3,31981577
91489,12,117048359
91558,10,1025962
91590,2,234494574
91602,7,1437555
91770,2,74374304
91862,7,103284361
92033,19,39471476
92049,1,156661450
92060,4,72568874
92158,2,144517755
92483,2,240918771
92497,6,100443725
92530,1,47191181
92578,15,66293665
92584,7,97013198
92792,7,158443337
92823,8,9903661
93158,5,132658036
93161,17,41572376
93200,5,102796317
93326,22,24603007
93379,13,80337557
93505,18,23663565
93559,12,104736504
93856,1,30751003
93977,14,103562187
94301,15,26080298
94550,1,24848572
94813,15,83207860
94827,10,93060232
94963,18,3499095
94972,2,237627267
95116,11,118531565
95275,11,70203869
95363,18,78792701
95374,2,23545493
95750,11,63671643
95847,2,74081341
95906,17,28576854
96197,11,65833794
96229,14,60515917
96265,1,3471349
96336,10,73495742
96406,5,31531838
96557,14,90815208
96703,1,244846997
96773,5,171999933
96778,8,21750742
96787,8,119211626
97020,7,149820430
97067,14,24308502
97392,14,80955645
97433,1,29124723
97449,16,82170786
97610,14,92513689
97706,4,1339875
98108,3,193644054
98245,12,53677410
98332,11,19712944
98347,7,12403903
98371,3,45677313
98381,7,28177232
98816,3,114317748
98854,3,147427193
98882,2,71276418
98890,4,37960420
98965,1,152034739
98986,18,74498781
99121,8,30912658
99145,1,23913510
99208,3,173397746
99261,17,42040094
99279,2,72204304
99462,4,103719676
99527,4,95548414
100011,13,113638348
100255,4,973751
100360,19,1218483
100440,16,19715820
100484,5,172637549
100795,5,172189570
100927,1,31626595
101088,3,123071331
101121,4,56977844
101311,16,2979822
101336,7,2803112
101358,7,128164948
101423,2,72924466
101792,11,124758247
102219,2,240997427
102490,7,73521306
102543,8,74315329
102705,3,38138394
102919,6,82248034
103167,19,40512537
103243,8,115664711
103248,22,26565461
103452,4,150078771
103504,17,76672170
103579,7,102321645
103709,22,50530087
103749,1,39487931
103776,4,1208906
103917,6,4358576
103966,19,24087166
104099,8,140097618
104348,2,31137062
104389,3,16514090
104491,6,106134763
104514,22,18970803
104603,9,113901189
104688,19,55476261
104970,5,67004578
105062,17,49556388
105146,17,83058309
105352,10,129840560
105618,3,11225839
105737,1,209576617
105748,10,3119862
105831,11,86958113
105882,7,105244801
105909,6,533904
105977,12,124424055
105992,17,3585763
106009,22,20267409
106107,11,1281606
106407,19,46603916
106448,10,133288345
106513,12,75909772
106572,12,5457218
106634,17,82031163
106714,21,45528451
106756,1,76071778
107068,2,37571201
107305,1,116990792
107408,2,188291822
107571,8,133568800
107649,19,35856789
107714,10,73771642
107782,7,29989774
107957,3,129305833
107971,5,177433862
108168,15,42575369
108226,7,30911877
108435,6,167324854
108496,14,55268266
108577,6,62286278
108734,12,33439350
108905,3,46987845
108967,10,133288471
109019,17,77960140
109050,1,202013244
109381,2,29921286
109492,4,9498530
109780,7,159144415
109801,10,91630554
109962,5,16701472
109973,2,174154264
110159,17,31788398
110491,11,71435410
110611,6,45830699
110892,19,21747189
111199,17,28521326
111243,2,241065538
111504,9,34127501
111649,3,47013178
111888,7,150403697
112207,1,44776406
112512,5,86617731
112643,10,103125365
112647,1,28914193
112649,6,62286309
112730,10,72297947
112775,9,129641594
112897,19,45002040
112935,6,6699972
113088,7,90403221
113218,11,131690488
113302,10,5862598
113307,12,7860330
113349,19,48837508
113633,15,75208684
113907,3,187914540
114040,17,15260803
114267,7,36762923
114307,11,63986126
114349,13,57628305
114394,4,48483284
114426,10,127997965
114583,16,31458662
114969,8,94900516
115733,17,81978685
115793,1,2526817
115990,11,66267455
116015,18,46946642
116149,10,11441365
116389,1,247112794
116620,14,105153174
116633,19,55408272
116878,19,4048429
116926,14,76765276
116949,1,42335475
116960,19,35510535
117089,1,11653586
117180,4,41364972
117223,5,61319482
117333,8,141388312
117439,14,37594608
117452,19,48325155
117516,6,44063255
117687,15,94110945
117827,14,52361087
117985,13,76976444
118007,1,200453543
118090,2,119260839
118177,19,53942123
118424,1,54999254
118598,7,4775455
118600,6,44058738
118834,10,114286973
119050,18,57121827
119109,1,2526582
119221,15,82044861
119453,19,49017673
119598,2,97734687
119845,13,80340995
119882,11,78076802
119969,8,123776729
119983,1,2052335
120051,8,26190765
120136,15,74133932
120191,11,3056692
120198,17,81688133
120323,2,120278864
120388,3,42875848
120403,17,31322943
120433,22,46364698
120570,2,73214116
120584,2,231781976
120943,14,101060735
120947,11,122100524
120982,20,37343256
121017,2,241771631
121069,22,30472180
121097,17,83024280
121193,4,5885171
121504,17,64969394
121821,16,88453648
121892,12,132494711
122257,2,3651744
122275,10,102391262
122513,19,12092214
122541,4,151169226
122696,1,247857330
122764,1,94541933
122778,1,15684863
123116,11,65786571
123303,1,233613897
123312,8,55101873
123332,19,2016403
123531,1,236206576
123608,11,76670643
123729,14,77181614
124001,14,52729812
124210,22,42290013
124592,5,115545048
124620,2,51026994
124759,9,90044829
124873,18,23574296
125085,6,22737489
125141,6,132401631
125300,17,82840202
125386,7,116526770
125734,2,221943077
125736,4,85930272
125770,1,228457926
125898,1,205632444
125924,13,22925730
126105,19,19821893
126138,1,7685057
126297,2,29216227
126431,5,146182447
126689,17,58087100
126858,19,16067760
126901,2,172109489
126902,11,64036647
126906,12,50057612
126941,7,32428519
127015,11,129376499
127365,6,41028150
127635,3,11569121
127729,2,71451333
127794,4,102827517
128040,3,138944033
128055,17,61416679
128185,17,43543543
128285,18,46654852
128291,11,64744152
128304,1,145979699
128407,7,64668765
128511,11,101132090
128855,5,59039854
129161,17,70074270
129524,17,4739962
129531,13,111668923
129668,12,6377543
129678,7,549578
129833,7,50793770
129938,17,7926721
129965,19,48965234
130116,13,28401553
130164,2,79511513
130211,12,11718802
130224,19,47725852
130281,3,58174251
130599,9,128149513
130868,5,16866955
131053,19,38264086
131241,5,121851845
131406,7,65398002
131423,19,14091664
131523,12,54015552
131990,1,2094754
132291,2,189179910
132303,12,111843083
132545,1,204684501
132572,6,151341654
132589,7,48036407
132768,2,72144126
132807,11,62270187
132971,20,38446542
133181,15,80788081
133455,7,151082247
133569,2,120466164
133597,11,125456074
133612,14,102231755
133738,1,23175500
133757,2,25279171
133799,5,161549411
133828,3,196202518
133883,3,94936654
134163,1,143667790
134392,11,125111973
134461,17,29591840
134462,17,38824895
134676,7,37109188
134899,3,14488848
134965,14,71647081
134991,6,24408765
135009,10,88882246
135258,19,18940528
135452,14,104717839
135654,12,130160878
135663,15,93036102
135677,17,4678909
135766,18,50282705
135858,11,2883516
135944,3,49029718
136477,10,101061795
136718,1,6461832
137078,3,187736689
137222,7,76201887
137243,10,3781598
137356,11,111296764
137491,2,43058679
137557,12,6556204
137606,20,31724160
137652,2,172103067
137673,22,28829791
137694,6,151390449
137814,17,4806720
137916,3,196274835
137918,12,46403170
137942,13,46387448
138021,17,43006679
138109,17,41967319
138287,10,124044321
138889,19,15457763
138895,12,66169636
138922,19,6467399
139019,5,180899142
139382,5,151815872
139433,11,129379525
139544,22,22504845
139635,10,369419
139738,13,113399922
139747,22,39664703
139759,2,200468155
139800,17,75405636
140007,3,99645217
140123,6,158921936
140574,19,7888546
140991,17,81667814
141069,2,96501782
141441,8,141129839
141445,15,29612367
142313,7,73560242
142328,1,111200649
142497,12,118774355
142519,5,76715313
142536,1,232591092
142656,12,124424107
142842,7,1736355
142883,8,78663052
143249,7,6504476
143424,4,4862703
143477,11,19814463
143564,1,204360030
143718,1,6171941
143726,3,44761799
143737,19,9914157
143806,17,79986005
143844,9,128160538
143884,11,129372635
144036,6,15497182
144048,18,36758533
144100,18,23155708
144158,12,120690465
144219,2,88454964
144228,12,124424071
144303,3,56467324
144769,14,75430639
144848,2,238390652
145097,18,50820173
145136,7,27242689
145427,3,197456711
145553,8,127795771
145685,17,21214948
145980,8,42413002
146183,17,68101669
146298,1,43367280
146603,13,112730268
147013,10,27743028
147041,10,100827242
147058,19,50480783
147118,11,2901582
147189,4,105710749
147211,14,104357683
147223,20,51802692
147280,12,7936341
147412,5,1729812
147481,11,66267425
147538,18,4455337
147683,19,18227461
147768,10,133031249
147861,15,40769890
147898,7,8437100
148027,11,18011749
148100,1,116825518
148119,7,105963176
148151,19,13805003
148192,2,104862198
148202,10,113682472
148329,11,66278015
148339,19,53869554
148384,20,1619977
148482,2,10170129
148504,2,240136641
148510,3,98263986
148933,6,99606709
149072,15,85689989
149313,14,94772413
149457,19,40750826
149659,20,64046276
149821,11,132114090
149848,3,50337808
149850,5,80083048
149861,11,107858205
150083,4,74038781
150322,8,49046621
150369,8,128048802
150560,1,32221989
150604,5,129905388
150633,16,2968261
150650,1,17875043
150689,2,235605569
150859,19,48837336
150992,11,67650934
151013,10,8053868
151168,5,43602817
151305,3,130111481
151347,20,63123517
151398,14,23321016
151598,21,39660469
151642,20,19935118
151668,17,78621882
151724,12,95956942
151775,17,16535756
151796,1,3335116
151992,8,60877334
152034,2,127068507
152048,2,25342972
152070,2,238523632
152266,7,139753782
152659,4,171813567
152905,15,68819036
152963,5,56480537
153053,2,153873250
153131,7,121334628
153199,2,38115305
153330,22,42721114
153382,6,49554332
153391,6,62286214
153439,7,5776997
153648,2,239222283
153983,8,26053382
154096,20,18794643
154207,17,40283763
154244,1,161226103
154288,17,75635705
154528,16,67966926
154610,1,213979951
154857,8,51871330
155105,15,100627950
155157,4,26863688
155248,11,63671735
155643,14,46651592
155848,5,140043492
156057,4,55636225
156456,3,107957375
156551,15,62953606
156582,11,101583949
156670,1,65007119
156781,16,88812087
157028,6,42450200
157034,2,119761051
157050,17,43983715
157136,19,45553649
157163,6,16374851
157210,12,101702288
157274,3,195889423
157420,1,15526693
157449,2,240561925
157484,17,82244469
157496,8,89543933
157669,2,233164165
157721,8,59119687
157734,17,38855238
157746,12,1500324
157902,12,6963564
158064,17,82410642
158315,16,87696541
158461,15,75649235
158589,19,12969365
