"","seqnames","start","end","width","strand","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","ensembl_gene_id","gene_name"
"45","6",93419171,93419171,1,"*",93416951,93677954,261004,"+",0,"inside",0,"ENSG00000287683",""
"46","6",93419171,93419171,1,"*",93240020,93419687,179668,"-",0,"inside",0,"ENSG00000135333","EPHA7"
"47","5",181052829,181052829,1,"*",181040225,181061521,21297,"+",0,"inside",0,"ENSG00000165810","BTNL9"
"48","3",9810668,9810668,1,"*",9793082,9835401,42320,"+",0,"inside",0,"ENSG00000250151","ARPC4-TTLL3"
"49","3",9810668,9810668,1,"*",9808086,9855138,47053,"+",0,"inside",0,"ENSG00000214021","TTLL3"
"50","12",3492996,3492996,1,"*",3381349,3593973,212625,"+",0,"inside",0,"ENSG00000111218","PRMT8"
"51","12",3492996,3492996,1,"*",3483714,3492819,9106,"-",176,"upstream",176,"ENSG00000287243","THCAT155"
"52","2",17931454,17931454,1,"*",17877847,18361616,483770,"+",0,"inside",0,"ENSG00000170745","KCNS3"
"53","14",22981318,22981318,1,"*",22946270,22982258,35989,"-",0,"inside",0,"ENSG00000259132",""
"54","14",22981318,22981318,1,"*",22971177,22982551,11375,"-",0,"inside",0,"ENSG00000129474","AJUBA"
"55","14",22981318,22981318,1,"*",22982698,22999078,16381,"+",1379,"upstream",1379,"ENSG00000258457",""
"56","17",28381207,28381207,1,"*",28357647,28381697,24051,"+",0,"inside",0,"ENSG00000258924",""
"57","17",28381207,28381207,1,"*",28364356,28404049,39694,"+",0,"inside",0,"ENSG00000004139","SARM1"
"58","22",46624836,46624836,1,"*",46576012,46679790,103779,"+",0,"inside",0,"ENSG00000075240","GRAMD4"
"59","9",114397695,114397695,1,"*",114396724,114398503,1780,"-",0,"inside",0,"ENSG00000235119",""
"60","2",221573116,221573116,1,"*",221418027,221574202,156176,"-",0,"inside",0,"ENSG00000116106","EPHA4"
"61","2",221573116,221573116,1,"*",221572506,221574454,1949,"+",0,"inside",0,"ENSG00000272944",""
"62","3",43996992,43996992,1,"*",43996896,43997443,548,"+",0,"inside",0,"ENSG00000271192",""
"63","17",28473802,28473802,1,"*",28455752,28614185,158434,"-",0,"inside",0,"ENSG00000258472",""
"64","17",28473802,28473802,1,"*",28473293,28497781,24489,"+",0,"inside",0,"ENSG00000007216","SLC13A2"
"65","5",1067996,1067996,1,"*",1050384,1112063,61680,"-",0,"inside",0,"ENSG00000113504","SLC12A7"
"66","20",35542288,35542288,1,"*",35542038,35557634,15597,"+",0,"inside",0,"ENSG00000125991","ERGIC3"
"67","12",109131311,109131311,1,"*",109116595,109268226,151632,"+",0,"inside",0,"ENSG00000076555","ACACB"
"68","1",6599206,6599206,1,"*",6590724,6614607,23884,"-",0,"inside",0,"ENSG00000162413","KLHL21"
"69","2",106160582,106160582,1,"*",106093308,106194301,100994,"-",0,"inside",0,"ENSG00000115652","UXS1"
"70","8",26574220,26574220,1,"*",26514031,26658178,144148,"+",0,"inside",0,"ENSG00000092964","DPYSL2"
"71","13",112969325,112969325,1,"*",112894378,113099742,205365,"+",0,"inside",0,"ENSG00000126217","MCF2L"
"72","13",112969325,112969325,1,"*",112967484,112968824,1341,"-",500,"upstream",500,"ENSG00000235280","MCF2L-AS1"
"73","13",27969052,27969052,1,"*",27960918,27969315,8398,"-",0,"inside",0,"ENSG00000165556","CDX2"
"74","1",213978733,213978733,1,"*",213817751,213988508,170758,"-",0,"inside",0,"ENSG00000230461","PROX1-AS1"
"75","18",3879595,3879595,1,"*",3496032,4455307,959276,"-",0,"inside",0,"ENSG00000170579","DLGAP1"
"76","18",3879595,3879595,1,"*",3878058,3897069,19012,"+",0,"inside",0,"ENSG00000263724","DLGAP1-AS3"
"77","7",67286240,67286240,1,"*",67278714,67286664,7951,"+",0,"inside",0,"ENSG00000230358","SPDYE21"
"78","1",50423553,50423553,1,"*",50417550,50423443,5894,"-",109,"upstream",109,"ENSG00000142700","DMRTA2"
"79","1",50423553,50423553,1,"*",50423609,50425316,1708,"+",55,"upstream",55,"ENSG00000284700",""
"80","17",4513829,4513829,1,"*",4498881,4539035,40155,"+",0,"inside",0,"ENSG00000183018","SPNS2"
"81","6",25042320,25042320,1,"*",25041839,25056664,14826,"+",0,"inside",0,"ENSG00000229313",""
"82","6",25042320,25042320,1,"*",24804282,25042170,237889,"-",149,"upstream",149,"ENSG00000111913","RIPOR2"
"83","1",214605779,214605779,1,"*",214603195,214664571,61377,"+",0,"inside",0,"ENSG00000117724","CENPF"
"84","1",214605779,214605779,1,"*",214605470,214608840,3371,"-",0,"inside",0,"ENSG00000250536","ABHD17AP3"
"85","8",125430192,125430192,1,"*",125430358,125438403,8046,"+",165,"upstream",165,"ENSG00000173334","TRIB1"
"86","15",51829583,51829583,1,"*",51829628,51947295,117668,"+",44,"upstream",44,"ENSG00000138594","TMOD3"
"87","2",195657265,195657265,1,"*",195575977,195737702,161726,"+",0,"inside",0,"ENSG00000196950","SLC39A10"
"88","16",8712899,8712899,1,"*",8674596,8784575,109980,"+",0,"inside",0,"ENSG00000183044","ABAT"
"89","12",663695,663695,1,"*",630858,664196,33339,"+",0,"inside",0,"ENSG00000177406","NINJ2-AS1"
"90","12",663695,663695,1,"*",564296,663589,99294,"-",105,"upstream",105,"ENSG00000171840","NINJ2"
"91","7",154748615,154748615,1,"*",153887097,154894285,1007189,"+",0,"inside",0,"ENSG00000130226","DPP6"
"92","1",217137545,217137545,1,"*",216503246,217137755,634510,"-",0,"inside",0,"ENSG00000196482","ESRRG"
"93","18",15197868,15197868,1,"*",15196999,15197775,777,"-",92,"upstream",92,"ENSG00000265015",""
"94","9",97849234,97849234,1,"*",97699625,97853080,153456,"-",0,"inside",0,"ENSG00000236130","PTCSC2"
"95","6",157597152,157597152,1,"*",157381133,157678157,297025,"+",0,"inside",0,"ENSG00000175048","ZDHHC14"
"96","12",105107176,105107176,1,"*",105019784,105107643,87860,"-",0,"inside",0,"ENSG00000136010","ALDH1L2"
"97","12",105107176,105107176,1,"*",105107324,105169130,61807,"+",147,"upstream",147,"ENSG00000136051","WASHC4"
"98","15",32616199,32616199,1,"*",32615144,32639941,24798,"+",0,"inside",0,"ENSG00000198826","ARHGAP11A"
"99","15",32616199,32616199,1,"*",32585524,32615158,29635,"-",1040,"upstream",1040,"ENSG00000262728",""
"100","2",61017735,61017735,1,"*",61017225,61051990,34766,"+",0,"inside",0,"ENSG00000162928","PEX13"
"101","2",61017735,61017735,1,"*",60940222,61018259,78038,"-",0,"inside",0,"ENSG00000162927","PUS10"
"102","2",165469104,165469104,1,"*",165469647,165689407,219761,"+",542,"upstream",542,"ENSG00000178662","CSRNP3"
"103","15",26868766,26868766,1,"*",26866911,26949208,82298,"+",0,"inside",0,"ENSG00000186297","GABRA5"
"104","15",26868766,26868766,1,"*",26543546,26939539,395994,"-",0,"inside",0,"ENSG00000166206","GABRB3"
"105","22",16602522,16602522,1,"*",16601911,16615111,13201,"+",0,"inside",0,"ENSG00000283633",""
"106","22",16602522,16602522,1,"*",16601887,16698742,96856,"+",0,"inside",0,"ENSG00000100181","TPTEP1"
"107","5",181246604,181246604,1,"*",181236897,181248096,11200,"-",0,"inside",0,"ENSG00000204628","RACK1"
"108","5",181246604,181246604,1,"*",181246507,181272167,25661,"+",0,"inside",0,"ENSG00000233937","CTC-338M12.4"
"109","22",20859611,20859611,1,"*",20707691,20859417,151727,"-",193,"upstream",193,"ENSG00000241973","PI4KA"
"110","22",20859611,20859611,1,"*",20859007,20891214,32208,"+",0,"inside",0,"ENSG00000099940","SNAP29"
"111","10",114178970,114178970,1,"*",114179270,114232304,53035,"+",299,"upstream",299,"ENSG00000095627","TDRD1"
"112","7",97014374,97014374,1,"*",96955141,97014088,58948,"-",285,"upstream",285,"ENSG00000231764","DLX6-AS1"
"113","7",97014374,97014374,1,"*",97013925,97014066,142,"-",307,"upstream",307,"ENSG00000274709",""
"114","16",68257817,68257817,1,"*",68245304,68261058,15755,"+",0,"inside",0,"ENSG00000103066","PLA2G15"
"115","16",68257817,68257817,1,"*",68256162,68260443,4282,"-",0,"inside",0,"ENSG00000260441",""
"116","19",48466825,48466825,1,"*",48455574,48466980,11407,"+",0,"inside",0,"ENSG00000182324","KCNJ14"
"117","19",48466825,48466825,1,"*",48465348,48469693,4346,"-",0,"inside",0,"ENSG00000268530",""
"118","19",48466825,48466825,1,"*",48465837,48472431,6595,"+",0,"inside",0,"ENSG00000268465",""
"119","2",239401023,239401023,1,"*",239401436,239402364,929,"+",412,"upstream",412,"ENSG00000222020","HDAC4-AS1"
"120","2",239401023,239401023,1,"*",239048168,239401654,353487,"-",0,"inside",0,"ENSG00000068024","HDAC4"
"121","6",26457893,26457893,1,"*",26457904,26476621,18718,"+",10,"upstream",10,"ENSG00000112763","BTN2A1"
"122","1",41382302,41382302,1,"*",41361922,41383590,21669,"+",0,"inside",0,"ENSG00000204060","FOXO6"
"123","2",23135573,23135573,1,"*",23018125,23199056,180932,"-",0,"inside",0,"ENSG00000232451",""
"124","10",114527215,114527215,1,"*",114431113,114768061,336949,"-",0,"inside",0,"ENSG00000099204","ABLIM1"
"125","20",62656790,62656790,1,"*",62642503,62685785,43283,"+",0,"inside",0,"ENSG00000101187","SLCO4A1"
"126","15",25054025,25054025,1,"*",24978583,25420336,441754,"+",0,"inside",0,"ENSG00000224078","SNHG14"
"127","15",25054025,25054025,1,"*",25054210,25054304,95,"+",184,"upstream",184,"ENSG00000207001","SNORD116-2"
"128","2",163736344,163736344,1,"*",163593396,163736012,142617,"-",331,"upstream",331,"ENSG00000182263","FIGN"
"129","15",98840023,98840023,1,"*",98839292,98840147,856,"-",0,"inside",0,"ENSG00000287191",""
"130","15",98840023,98840023,1,"*",98648539,98964530,315992,"+",0,"inside",0,"ENSG00000140443","IGF1R"
"131","19",5061194,5061194,1,"*",4969113,5153598,184486,"+",0,"inside",0,"ENSG00000127663","KDM4B"
"132","12",49055280,49055280,1,"*",49018978,49060794,41817,"-",0,"inside",0,"ENSG00000167548","KMT2D"
"133","10",69361659,69361659,1,"*",69269984,69401884,131901,"+",0,"inside",0,"ENSG00000156515","HK1"
"134","1",31754176,31754176,1,"*",31727117,31764893,37777,"-",0,"inside",0,"ENSG00000121753","ADGRB2"
"135","16",67909194,67909194,1,"*",67893254,67929676,36423,"+",0,"inside",0,"ENSG00000159792","PSKH1"
"136","5",151082834,151082834,1,"*",151029945,151093577,63633,"-",0,"inside",0,"ENSG00000145901","TNIP1"
"137","8",22221742,22221742,1,"*",22219703,22232101,12399,"-",0,"inside",0,"ENSG00000168490","PHYHIP"
"138","19",36797803,36797803,1,"*",36797502,36831596,34095,"+",0,"inside",0,"ENSG00000267254","ZNF790-AS1"
"139","19",5838988,5838988,1,"*",5830408,5839722,9315,"-",0,"inside",0,"ENSG00000156413","FUT6"
"140","19",10096070,10096070,1,"*",10092338,10102678,10341,"-",0,"inside",0,"ENSG00000130812","ANGPTL6"
"141","15",41231041,41231041,1,"*",41230839,41281887,51049,"+",0,"inside",0,"ENSG00000187446","CHP1"
"142","15",41231041,41231041,1,"*",41182725,41230757,48033,"-",283,"upstream",283,"ENSG00000178997","EXD1"
"143","5",1089392,1089392,1,"*",1050384,1112063,61680,"-",0,"inside",0,"ENSG00000113504","SLC12A7"
"144","16",57115935,57115935,1,"*",57092583,57148369,55787,"+",0,"inside",0,"ENSG00000140848","CPNE2"
"145","21",36164625,36164625,1,"*",36131767,36175815,44049,"-",0,"inside",0,"ENSG00000236830","CBR3-AS1"
"146","21",36164625,36164625,1,"*",36156782,36294274,137493,"+",0,"inside",0,"ENSG00000142197","DOP1B"
"147","14",102503914,102503914,1,"*",102501767,102509799,8033,"-",0,"inside",0,"ENSG00000156381","ANKRD9"
"148","17",1618018,1618018,1,"*",1569268,1628886,59619,"-",0,"inside",0,"ENSG00000167703","SLC43A2"
"149","3",65356969,65356969,1,"*",65353525,66038834,685310,"-",0,"inside",0,"ENSG00000151276","MAGI1"
"150","3",44761801,44761801,1,"*",44737661,44761619,23959,"-",181,"upstream",181,"ENSG00000163807","KIAA1143"
"151","3",44761801,44761801,1,"*",44761721,44873376,111656,"+",0,"inside",0,"ENSG00000163808","KIF15"
"152","2",241268505,241268505,1,"*",241227264,241317061,89798,"-",0,"inside",0,"ENSG00000115677","HDLBP"
"153","9",18437919,18437919,1,"*",17906563,18910950,1004388,"+",0,"inside",0,"ENSG00000178031","ADAMTSL1"
"154","8",100464375,100464375,1,"*",100380486,100464613,84128,"-",0,"inside",0,"ENSG00000253824",""
"155","14",93789015,93789015,1,"*",93718298,93788485,70188,"-",529,"upstream",529,"ENSG00000175785","PRIMA1"
"156","2",101782377,101782377,1,"*",101696850,101894689,197840,"+",0,"inside",0,"ENSG00000071054","MAP4K4"
"157","16",19875333,19875333,1,"*",19856691,19886167,29477,"-",0,"inside",0,"ENSG00000167191","GPRC5B"
"158","1",155301420,155301420,1,"*",155289293,155301438,12146,"-",0,"inside",0,"ENSG00000143627","PKLR"
"159","8",140098014,140098014,1,"*",139727725,140458579,730855,"-",0,"inside",0,"ENSG00000167632","TRAPPC9"
"160","8",140098014,140098014,1,"*",140094894,140100543,5650,"-",0,"inside",0,"ENSG00000282164","PEG13"
"161","2",196171135,196171135,1,"*",196133583,196176503,42921,"-",0,"inside",0,"ENSG00000081320","STK17B"
"162","12",40103773,40103773,1,"*",39755025,40106089,351065,"-",0,"inside",0,"ENSG00000151229","SLC2A13"
"163","1",7374110,7374110,1,"*",6785454,7769706,984253,"+",0,"inside",0,"ENSG00000171735","CAMTA1"
"164","3",13637971,13637971,1,"*",13549125,13638422,89298,"+",0,"inside",0,"ENSG00000163520","FBLN2"
"165","1",145691388,145691388,1,"*",145670852,145708148,37297,"-",0,"inside",0,"ENSG00000174827","PDZK1"
"166","7",47392714,47392714,1,"*",47275154,47582558,307405,"-",0,"inside",0,"ENSG00000136205","TNS3"
"167","19",44025134,44025134,1,"*",44023118,44025262,2145,"-",0,"inside",0,"ENSG00000267144","ZNF222-DT"
"168","19",44025134,44025134,1,"*",44025342,44033110,7769,"+",207,"upstream",207,"ENSG00000159885","ZNF222"
"169","19",44025134,44025134,1,"*",44025354,44087318,61965,"+",219,"upstream",219,"ENSG00000267022",""
"170","12",99154659,99154659,1,"*",98726457,99984654,1258198,"-",0,"inside",0,"ENSG00000185046","ANKS1B"
"171","18",26547273,26547273,1,"*",26542971,26545791,2821,"-",1481,"upstream",1481,"ENSG00000277534",""
"172","18",26547273,26547273,1,"*",26454910,26657401,202492,"-",0,"inside",0,"ENSG00000134504","KCTD1"
"173","7",2689278,2689278,1,"*",2679522,2775500,95979,"+",0,"inside",0,"ENSG00000174945","AMZ1"
"174","7",27114044,27114044,1,"*",27107777,27134302,26526,"+",0,"inside",0,"ENSG00000253552","HOXA-AS2"
"175","7",27114044,27114044,1,"*",27106184,27152583,46400,"-",0,"inside",0,"ENSG00000105997","HOXA3"
"176","2",197786774,197786774,1,"*",197726879,197786762,59884,"-",11,"upstream",11,"ENSG00000152430","BOLL"
"177","2",68122957,68122957,1,"*",68122936,68157549,34614,"-",0,"inside",0,"ENSG00000243667","WDR92"
"178","8",13515581,13515581,1,"*",13083361,13604610,521250,"-",0,"inside",0,"ENSG00000164741","DLC1"
"179","7",5496117,5496117,1,"*",5495819,5495917,99,"-",199,"upstream",199,"ENSG00000207973","MIR589"
"180","7",5496117,5496117,1,"*",5431335,5513809,82475,"-",0,"inside",0,"ENSG00000155034","FBXL18"
"181","17",42421746,42421746,1,"*",42402449,42423256,20808,"-",0,"inside",0,"ENSG00000177469","CAVIN1"
"182","20",51750302,51750302,1,"*",51596514,51768390,171877,"-",0,"inside",0,"ENSG00000054793","ATP9A"
"183","1",26336624,26336624,1,"*",26321698,26360080,38383,"-",0,"inside",0,"ENSG00000176092","CRYBG2"
"184","8",60281156,60281156,1,"*",60185412,60281400,95989,"-",0,"inside",0,"ENSG00000178538","CA8"
"185","10",69802558,69802558,1,"*",69801880,69964275,162396,"+",0,"inside",0,"ENSG00000197467","COL13A1"
"186","17",76015173,76015173,1,"*",76004502,76027306,22805,"-",0,"inside",0,"ENSG00000167880","EVPL"
"187","12",121537439,121537439,1,"*",121429096,121581023,151928,"-",0,"inside",0,"ENSG00000089094","KDM2B"
"188","13",32311945,32311945,1,"*",32303699,32315363,11665,"-",0,"inside",0,"ENSG00000189167","ZAR1L"
"189","16",4664793,4664793,1,"*",4616493,4690974,74482,"+",0,"inside",0,"ENSG00000102858","MGRN1"
"190","12",126442321,126442321,1,"*",126438837,126472790,33954,"+",0,"inside",0,"ENSG00000214043","LINC02347"
"191","16",75483154,75483154,1,"*",75472052,75495445,23394,"-",0,"inside",0,"ENSG00000183196","CHST6"
"192","16",75483154,75483154,1,"*",75475896,75495407,19512,"+",0,"inside",0,"ENSG00000203472",""
"193","9",137789197,137789197,1,"*",137776539,137789235,12697,"-",0,"inside",0,"ENSG00000255585",""
"194","9",137789197,137789197,1,"*",137618992,137870016,251025,"+",0,"inside",0,"ENSG00000181090","EHMT1"
"195","16",8713154,8713154,1,"*",8674596,8784575,109980,"+",0,"inside",0,"ENSG00000183044","ABAT"
"196","6",25652470,25652470,1,"*",25652201,25701783,49583,"+",0,"inside",0,"ENSG00000079689","SCGN"
"197","2",240672574,240672574,1,"*",240672530,240672812,283,"+",0,"inside",0,"ENSG00000276949",""
"198","13",112844136,112844136,1,"*",112690038,112887168,197131,"+",0,"inside",0,"ENSG00000068650","ATP11A"
"199","19",17405661,17405661,1,"*",17402939,17405630,2692,"-",30,"upstream",30,"ENSG00000130303","BST2"
"200","19",17405661,17405661,1,"*",17405686,17419324,13639,"+",24,"upstream",24,"ENSG00000282851","BISPR"
"201","19",17405661,17405661,1,"*",17405722,17433724,28003,"+",60,"upstream",60,"ENSG00000141971","MVB12A"
"202","12",27523764,27523764,1,"*",27523431,27695564,172134,"+",0,"inside",0,"ENSG00000110841","PPFIBP1"
"203","13",51478809,51478809,1,"*",51452364,51554678,102315,"+",0,"inside",0,"ENSG00000236778","INTS6-AS1"
"204","21",26167788,26167788,1,"*",26158091,26175824,17734,"+",0,"inside",0,"ENSG00000224541",""
"205","21",26167788,26167788,1,"*",25880550,26171128,290579,"-",0,"inside",0,"ENSG00000142192","APP"
"206","18",23231444,23231444,1,"*",23197144,23437961,240818,"-",0,"inside",0,"ENSG00000134490","TMEM241"
"207","18",23231444,23231444,1,"*",23134564,23260470,125907,"+",0,"inside",0,"ENSG00000134508","CABLES1"
"208","2",133567325,133567325,1,"*",132671788,133568463,896676,"-",0,"inside",0,"ENSG00000176771","NCKAP5"
"209","19",49594594,49594594,1,"*",49591182,49626439,35258,"+",0,"inside",0,"ENSG00000126464","PRR12"
"210","17",7223290,7223290,1,"*",7217125,7225266,8142,"+",0,"inside",0,"ENSG00000072778","ACADVL"
"211","3",52495048,52495048,1,"*",52495338,52524495,29158,"+",289,"upstream",289,"ENSG00000010327","STAB1"
"212","19",45995057,45995057,1,"*",45995461,46021318,25858,"+",403,"upstream",403,"ENSG00000104983","CCDC61"
"213","6",133242204,133242204,1,"*",133240514,133532128,291615,"+",0,"inside",0,"ENSG00000112319","EYA4"
"214","12",263080,263080,1,"*",220621,262873,42253,"-",206,"upstream",206,"ENSG00000010379","SLC6A13"
"215","7",140526567,140526567,1,"*",140518420,140673993,155574,"-",0,"inside",0,"ENSG00000146966","DENND2A"
"216","22",38842571,38842571,1,"*",38818452,38844028,25577,"-",0,"inside",0,"ENSG00000221890","NPTXR"
"217","22",50581485,50581485,1,"*",50568869,50582965,14097,"-",0,"inside",0,"ENSG00000254413","CHKB-CPT1B"
"218","22",50581485,50581485,1,"*",50578959,50601455,22497,"-",0,"inside",0,"ENSG00000100288","CHKB"
"219","22",41468878,41468878,1,"*",41459717,41468692,8976,"-",185,"upstream",185,"ENSG00000100410","PHF5A"
"220","22",41468878,41468878,1,"*",41447830,41529273,81444,"+",0,"inside",0,"ENSG00000100412","ACO2"
"221","12",51955095,51955095,1,"*",51951699,51997078,45380,"+",0,"inside",0,"ENSG00000135503","ACVR1B"
"222","19",29708683,29708683,1,"*",29698937,29715789,16853,"-",0,"inside",0,"ENSG00000131943","C19orf12"
"223","1",228650240,228650240,1,"*",228650241,228651379,1139,"+",0,"upstream",0,"ENSG00000183929","DUSP5P1"
"224","9",109318568,109318568,1,"*",109171974,109321059,149086,"-",0,"inside",0,"ENSG00000095203","EPB41L4B"
"225","5",1338225,1338225,1,"*",1317752,1345099,27348,"-",0,"inside",0,"ENSG00000049656","CLPTM1L"
"226","2",202494444,202494444,1,"*",202376327,202567751,191425,"+",0,"inside",0,"ENSG00000204217","BMPR2"
"227","4",1209142,1209142,1,"*",1166932,1208962,42031,"-",179,"upstream",179,"ENSG00000159674","SPON2"
"228","4",1209142,1209142,1,"*",1210120,1218591,8472,"+",977,"upstream",977,"ENSG00000280927","CTBP1-AS"
"229","19",35533974,35533974,1,"*",35533455,35545319,11865,"+",0,"inside",0,"ENSG00000105679","GAPDHS"
"230","11",112241849,112241849,1,"*",112226367,112269955,43589,"+",0,"inside",0,"ENSG00000150787","PTS"
"231","8",23682295,23682295,1,"*",23678697,23682938,4242,"-",0,"inside",0,"ENSG00000167034","NKX3-1"
"232","1",232869120,232869120,1,"*",232843386,232897660,54275,"+",0,"inside",0,"ENSG00000286774",""
"233","7",158097479,158097479,1,"*",157539056,158587823,1048768,"-",0,"inside",0,"ENSG00000155093","PTPRN2"
"234","8",8891768,8891768,1,"*",8783354,8893630,110277,"-",0,"inside",0,"ENSG00000147324","MFHAS1"
"235","1",183514970,183514970,1,"*",183472216,183598246,126031,"+",0,"inside",0,"ENSG00000116698","SMG7"
"236","13",40666624,40666624,1,"*",40555667,40666641,110975,"-",0,"inside",0,"ENSG00000150907","FOXO1"
"237","21",42366888,42366888,1,"*",42362282,42366535,4254,"-",352,"upstream",352,"ENSG00000160182","TFF1"
"238","2",115163036,115163036,1,"*",114442299,115845780,1403482,"+",0,"inside",0,"ENSG00000175497","DPP10"
"239","12",51421299,51421299,1,"*",51391317,51515763,124447,"+",0,"inside",0,"ENSG00000050438","SLC4A8"
"240","14",49862097,49862097,1,"*",49861176,49864326,3151,"-",0,"inside",0,"ENSG00000282885",""
"241","14",49862097,49862097,1,"*",49863072,49864379,1308,"+",974,"upstream",974,"ENSG00000278002",""
"242","5",114361790,114361790,1,"*",114055926,114496500,440575,"+",0,"inside",0,"ENSG00000080709","KCNN2"
"243","17",82230180,82230180,1,"*",82217934,82261129,43196,"+",0,"inside",0,"ENSG00000141526","SLC16A3"
