"","seqnames","start","end","width","strand","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","ensembl_gene_id","gene_name"
"113","15",65285857,65285857,1,"*",65285461,65285591,131,"-",265,"upstream",265,"ENSG00000206903","SNORA24B"
"114","1",922982,922982,1,"*",923923,944575,20653,"+",940,"upstream",940,"ENSG00000187634","SAMD11"
"115","10",8054405,8054405,1,"*",8045378,8075198,29821,"+",0,"inside",0,"ENSG00000107485","GATA3"
"116","10",8054405,8054405,1,"*",8050450,8053484,3035,"-",920,"upstream",920,"ENSG00000197308","GATA3-AS1"
"117","13",112844136,112844136,1,"*",112690038,112887168,197131,"+",0,"inside",0,"ENSG00000068650","ATP11A"
"118","10",120949516,120949516,1,"*",120925547,120980700,55154,"-",0,"inside",0,"ENSG00000227307",""
"119","19",17405661,17405661,1,"*",17402939,17405630,2692,"-",30,"upstream",30,"ENSG00000130303","BST2"
"120","19",17405661,17405661,1,"*",17405686,17419324,13639,"+",24,"upstream",24,"ENSG00000282851","BISPR"
"121","19",17405661,17405661,1,"*",17405722,17433724,28003,"+",60,"upstream",60,"ENSG00000141971","MVB12A"
"122","16",11587743,11587743,1,"*",11547722,11636381,88660,"-",0,"inside",0,"ENSG00000189067","LITAF"
"123","19",52008257,52008257,1,"*",51991332,52008230,16899,"-",26,"upstream",26,"ENSG00000197619","ZNF615"
"124","5",132270700,132270700,1,"*",132257696,132273454,15759,"+",0,"inside",0,"ENSG00000131435","PDLIM4"
"125","5",132270700,132270700,1,"*",132190147,132295315,105169,"-",0,"inside",0,"ENSG00000072682","P4HA2"
"126","12",117045148,117045148,1,"*",117038923,117099479,60557,"-",0,"inside",0,"ENSG00000088992","TESC"
"127","3",194134979,194134979,1,"*",194136148,194138732,2585,"+",1168,"upstream",1168,"ENSG00000114315","HES1"
"128","2",71560678,71560678,1,"*",71453561,71686763,233203,"+",0,"inside",0,"ENSG00000135636","DYSF"
"129","4",103077132,103077132,1,"*",103019868,103085829,65962,"-",0,"inside",0,"ENSG00000164038","SLC9B2"
"130","8",120779033,120779033,1,"*",120535745,120813273,277529,"-",0,"inside",0,"ENSG00000172164","SNTB1"
"131","5",10649269,10649269,1,"*",10564070,10657816,93747,"+",0,"inside",0,"ENSG00000164236","ANKRD33B"
"132","10",114526846,114526846,1,"*",114431113,114768061,336949,"-",0,"inside",0,"ENSG00000099204","ABLIM1"
"133","10",27259662,27259662,1,"*",27246350,27259455,13106,"-",206,"upstream",206,"ENSG00000230445","LRRC37A6P"
"134","10",27259662,27259662,1,"*",27258762,27288824,30063,"+",0,"inside",0,"ENSG00000238021","ODAD2P1"
"135","17",6893622,6893622,1,"*",6853861,6954107,100247,"+",0,"inside",0,"ENSG00000262943","ALOX12P2"
"136","17",6893622,6893622,1,"*",6875232,7012530,137299,"-",0,"inside",0,"ENSG00000215067","ALOX12-AS1"
"137","11",2929402,2929402,1,"*",2928273,2929420,1148,"-",0,"inside",0,"ENSG00000181649","PHLDA2"
"138","8",6598661,6598661,1,"*",6406592,6648508,241917,"+",0,"inside",0,"ENSG00000147316","MCPH1"
"139","7",135748967,135748967,1,"*",135728348,135748813,20466,"-",153,"upstream",153,"ENSG00000189320","FAM180A"
"140","3",59818709,59818709,1,"*",59747277,61251459,1504183,"-",0,"inside",0,"ENSG00000189283","FHIT"
"141","2",160269784,160269784,1,"*",160257718,160271880,14163,"-",0,"inside",0,"ENSG00000285373","LINC02478"
"142","2",160269784,160269784,1,"*",160141981,160271888,129908,"-",0,"inside",0,"ENSG00000285155",""
"143","12",65829938,65829938,1,"*",65830750,65831050,301,"+",811,"upstream",811,"ENSG00000277945",""
"144","12",65829938,65829938,1,"*",65824460,65966291,141832,"+",0,"inside",0,"ENSG00000149948","HMGA2"
"145","2",101742565,101742565,1,"*",101696850,101894689,197840,"+",0,"inside",0,"ENSG00000071054","MAP4K4"
"146","6",4021264,4021264,1,"*",4018843,4021215,2373,"-",48,"upstream",48,"ENSG00000230648",""
"147","6",4021264,4021264,1,"*",4021267,4064983,43717,"+",2,"upstream",2,"ENSG00000112739","PRPF4B"
"148","11",112241849,112241849,1,"*",112226367,112269955,43589,"+",0,"inside",0,"ENSG00000150787","PTS"
"149","7",93206839,93206839,1,"*",93188534,93226469,37936,"-",0,"inside",0,"ENSG00000188175","HEPACAM2"
"150","8",7486949,7486949,1,"*",7487679,7489593,1915,"+",729,"upstream",729,"ENSG00000186599","DEFB105B"
"151","8",7486949,7486949,1,"*",7482504,7486400,3897,"-",548,"upstream",548,"ENSG00000187082","DEFB106B"
"152","16",30759473,30759473,1,"*",30748293,30761176,12884,"+",0,"inside",0,"ENSG00000156873","PHKG2"
"153","16",30759473,30759473,1,"*",30757423,30762221,4799,"-",0,"inside",0,"ENSG00000196118","CCDC189"
"154","16",83969122,83969122,1,"*",83968244,84002776,34533,"+",0,"inside",0,"ENSG00000103154","NECAB2"
"155","12",132324502,132324502,1,"*",132196372,132329589,133218,"-",0,"inside",0,"ENSG00000182870","GALNT9"
"156","1",51304015,51304015,1,"*",51287258,51345116,57859,"-",0,"inside",0,"ENSG00000085831","TTC39A"
"157","3",183253058,183253058,1,"*",183253253,183298504,45252,"+",194,"upstream",194,"ENSG00000176597","B3GNT5"
"158","3",183253058,183253058,1,"*",183178041,183428778,250738,"-",0,"inside",0,"ENSG00000053524","MCF2L2"
"159","7",24758037,24758037,1,"*",24698355,24757940,59586,"-",96,"upstream",96,"ENSG00000105928","GSDME"
"160","17",81085059,81085059,1,"*",81035122,81117434,82313,"+",0,"inside",0,"ENSG00000175866","BAIAP2"
"161","1",42817514,42817514,1,"*",42807052,42817397,10346,"-",116,"upstream",116,"ENSG00000177868","SVBP"
"162","1",42817514,42817514,1,"*",42817122,42844991,27870,"+",0,"inside",0,"ENSG00000164010","ERMAP"
"163","2",201698404,201698404,1,"*",201644870,201698694,53825,"-",0,"inside",0,"ENSG00000082126","MPP4"
"164","1",46533043,46533043,1,"*",46532166,46543969,11804,"-",0,"inside",0,"ENSG00000282881","TMEM275"
"165","6",96836733,96836733,1,"*",96794125,96837477,43353,"-",0,"inside",0,"ENSG00000112218","GPR63"
"166","5",132496860,132496860,1,"*",132410832,132646079,235248,"+",0,"inside",0,"ENSG00000283782",""
"167","5",132496860,132496860,1,"*",132440440,132508719,68280,"-",0,"inside",0,"ENSG00000125347","IRF1"
"168","11",75320010,75320010,1,"*",75260122,75351705,91584,"-",0,"inside",0,"ENSG00000137486","ARRB1"
"169","12",51421299,51421299,1,"*",51391317,51515763,124447,"+",0,"inside",0,"ENSG00000050438","SLC4A8"
"170","14",75469965,75469965,1,"*",75427716,75474111,46396,"+",0,"inside",0,"ENSG00000140044","JDP2"
"171","3",53495232,53495232,1,"*",53328963,53813733,484771,"+",0,"inside",0,"ENSG00000157388","CACNA1D"
"172","4",11399549,11399549,1,"*",11393150,11429564,36415,"-",0,"inside",0,"ENSG00000002587","HS3ST1"
"173","17",82230180,82230180,1,"*",82217934,82261129,43196,"+",0,"inside",0,"ENSG00000141526","SLC16A3"
"174","16",53434238,53434238,1,"*",53433977,53491648,57672,"+",0,"inside",0,"ENSG00000103479","RBL2"
"175","16",2178349,2178349,1,"*",2177180,2196605,19426,"-",0,"inside",0,"ENSG00000167971","CASKIN1"
"176","10",110460713,110460713,1,"*",110428840,110496590,67751,"-",0,"inside",0,"ENSG00000273143","DUSP5-DT"
"177","2",176637576,176637576,1,"*",176629572,176637931,8360,"-",0,"inside",0,"ENSG00000163364","LINC01116"
"178","2",176637576,176637576,1,"*",176495255,176819180,323926,"+",0,"inside",0,"ENSG00000224577","LINC01117"
"179","16",27776852,27776852,1,"*",27550133,27780369,230237,"+",0,"inside",0,"ENSG00000047578","KATNIP"
"180","11",46392919,46392919,1,"*",46383789,46391776,7988,"-",1142,"upstream",1142,"ENSG00000180720","CHRM4"
"181","17",3720178,3720178,1,"*",3714628,3801188,86561,"-",0,"inside",0,"ENSG00000083457","ITGAE"
"182","17",3720178,3720178,1,"*",3721628,3722488,861,"+",1449,"upstream",1449,"ENSG00000262692",""
"183","2",164617484,164617484,1,"*",164492417,164621482,129066,"-",0,"inside",0,"ENSG00000115290","GRB14"
"184","10",3755279,3755279,1,"*",3748966,3763712,14747,"+",0,"inside",0,"ENSG00000229672",""
"185","2",74958458,74958458,1,"*",74958643,74970128,11486,"+",184,"upstream",184,"ENSG00000115350","POLE4"
"186","19",2085287,2085287,1,"*",2071036,2096673,25638,"-",0,"inside",0,"ENSG00000172081","MOB3A"
"187","17",28577080,28577080,1,"*",28455752,28614185,158434,"-",0,"inside",0,"ENSG00000258472",""
"188","17",28577080,28577080,1,"*",28573115,28576948,3834,"-",131,"upstream",131,"ENSG00000109107","ALDOC"
"189","3",171809556,171809556,1,"*",171600404,171810950,210547,"-",0,"inside",0,"ENSG00000075651","PLD1"
"190","1",151282143,151282143,1,"*",151281618,151292176,10559,"+",0,"inside",0,"ENSG00000143373","ZNF687"
"191","1",151282143,151282143,1,"*",151279678,151281950,2273,"-",192,"upstream",192,"ENSG00000232671","ZNF687-AS1"
"192","20",45813179,45813179,1,"*",45812576,45816957,4382,"+",0,"inside",0,"ENSG00000175063","UBE2C"
"193","5",142613617,142613617,1,"*",142592178,142698070,105893,"-",0,"inside",0,"ENSG00000113578","FGF1"
"194","5",142613617,142613617,1,"*",142325293,142672001,346709,"+",0,"inside",0,"ENSG00000231185","SPRY4-AS1"
"195","19",36797389,36797389,1,"*",36797502,36831596,34095,"+",112,"upstream",112,"ENSG00000267254","ZNF790-AS1"
"196","7",76409891,76409891,1,"*",76389334,76409697,20364,"-",193,"upstream",193,"ENSG00000146700","SSC4D"
"197","7",76409891,76409891,1,"*",76397518,76442071,44554,"+",0,"inside",0,"ENSG00000188372","ZP3"
"198","20",62427539,62427539,1,"*",62410237,62427539,17303,"-",0,"inside",0,"ENSG00000130701","RBBP8NL"
"199","20",62427539,62427539,1,"*",62427827,62447677,19851,"+",287,"upstream",287,"ENSG00000233017",""
"200","6",12012028,12012028,1,"*",12008762,12164999,156238,"+",0,"inside",0,"ENSG00000095951","HIVEP1"
"201","19",19110507,19110507,1,"*",19063994,19113030,49037,"+",0,"inside",0,"ENSG00000181035","SLC25A42"
"202","1",156641782,156641782,1,"*",156637783,156641004,3222,"-",777,"upstream",777,"ENSG00000272068","BCAN-AS1"
"203","1",156641782,156641782,1,"*",156641390,156659532,18143,"+",0,"inside",0,"ENSG00000132692","BCAN"
"204","1",156641782,156641782,1,"*",156641666,156644887,3222,"-",0,"inside",0,"ENSG00000272405",""
"205","16",88784126,88784126,1,"*",88715338,88785220,69883,"-",0,"inside",0,"ENSG00000103335","PIEZO1"
"206","5",94618714,94618714,1,"*",94618669,94739436,120768,"+",0,"inside",0,"ENSG00000133302","SLF1"
"207","5",94618714,94618714,1,"*",94611906,94618122,6217,"-",591,"upstream",591,"ENSG00000270133",""
"208","5",94618714,94618714,1,"*",94150851,94618604,467754,"-",109,"upstream",109,"ENSG00000185261","KIAA0825"
"209","20",1266882,1266882,1,"*",1266280,1309328,43049,"+",0,"inside",0,"ENSG00000101298","SNPH"
"210","20",1266882,1266882,1,"*",1226044,1296421,70378,"+",0,"inside",0,"ENSG00000244588","RAD21L1"
"211","3",47782041,47782041,1,"*",47585269,47782106,196838,"-",0,"inside",0,"ENSG00000173473","SMARCC1"
"212","16",67433848,67433848,1,"*",67430652,67437553,6902,"+",0,"inside",0,"ENSG00000176387","HSD11B2"
"213","16",89136409,89136409,1,"*",89088375,89164121,75747,"+",0,"inside",0,"ENSG00000176715","ACSF3"
"214","6",1788296,1788296,1,"*",1623806,2245605,621800,"-",0,"inside",0,"ENSG00000112699","GMDS"
"215","8",10404711,10404711,1,"*",10054292,10428891,374600,"+",0,"inside",0,"ENSG00000175806","MSRA"
"216","19",1434904,1434904,1,"*",1407569,1435687,28119,"+",0,"inside",0,"ENSG00000071626","DAZAP1"
"217","19",49851253,49851253,1,"*",49838639,49851676,13038,"-",0,"inside",0,"ENSG00000268006","PTOV1-AS1"
"218","19",49851253,49851253,1,"*",49850735,49860744,10010,"+",0,"inside",0,"ENSG00000104960","PTOV1"
"219","12",114691206,114691206,1,"*",114682292,114767989,85698,"+",0,"inside",0,"ENSG00000257817",""
"220","16",27217358,27217358,1,"*",27203508,27221768,18261,"+",0,"inside",0,"ENSG00000155666","KDM8"
"221","15",33194857,33194857,1,"*",32765544,33194714,429171,"-",142,"upstream",142,"ENSG00000248905","FMN1"
"222","1",162021822,162021822,1,"*",161983192,162023869,40678,"-",0,"inside",0,"ENSG00000162745","OLFML2B"
"223","11",64126981,64126981,1,"*",63998558,64166113,167556,"-",0,"inside",0,"ENSG00000133315","MACROD1"
"224","15",57326406,57326406,1,"*",57325472,57326447,976,"-",0,"inside",0,"ENSG00000260870","NDUFB10P1"
"225","3",9204817,9204817,1,"*",8980591,9363053,382463,"-",0,"inside",0,"ENSG00000196220","SRGAP3"
"226","7",2362588,2362588,1,"*",2354086,2380745,26660,"+",0,"inside",0,"ENSG00000106263","EIF3B"
"227","16",49839457,49839457,1,"*",49487524,49857919,370396,"-",0,"inside",0,"ENSG00000102935","ZNF423"
"228","1",43285833,43285833,1,"*",43281877,43285617,3741,"-",215,"upstream",215,"ENSG00000253313","C1orf210"
"229","14",49621278,49621278,1,"*",49620815,49623480,2666,"-",0,"inside",0,"ENSG00000258377",""
"230","14",49621278,49621278,1,"*",49620799,49623481,2683,"+",0,"inside",0,"ENSG00000168282","MGAT2"
"231","14",49621278,49621278,1,"*",49618530,49620626,2097,"-",651,"upstream",651,"ENSG00000165502","RPL36AL"
"232","11",16929237,16929237,1,"*",16777297,17014414,237118,"-",0,"inside",0,"ENSG00000166689","PLEKHA7"
"233","16",2176079,2176079,1,"*",2155698,2178129,22432,"+",0,"inside",0,"ENSG00000131653","TRAF7"
"234","5",132410370,132410370,1,"*",132410832,132646079,235248,"+",461,"upstream",461,"ENSG00000283782",""
"235","5",132410370,132410370,1,"*",132410636,132488702,78067,"+",265,"upstream",265,"ENSG00000197536","IRF1-AS1"
"236","14",90396783,90396783,1,"*",90396502,90408268,11767,"+",0,"inside",0,"ENSG00000198668","CALM1"
"237","17",81911583,81911583,1,"*",81900958,81911432,10475,"-",150,"upstream",150,"ENSG00000185813","PCYT2"
"238","4",185112224,185112224,1,"*",185051081,185115500,64420,"+",0,"inside",0,"ENSG00000250754","LINC02436"
"239","16",67174825,67174825,1,"*",67170154,67175735,5582,"+",0,"inside",0,"ENSG00000140939","NOL3"
"240","1",248906108,248906108,1,"*",248906196,248919946,13751,"+",87,"upstream",87,"ENSG00000185220","PGBD2"
"241","7",155643980,155643980,1,"*",155474256,155644406,170151,"-",0,"inside",0,"ENSG00000283128",""
"242","7",155643980,155643980,1,"*",155611231,155645205,33975,"-",0,"inside",0,"ENSG00000216895",""
"243","7",155643980,155643980,1,"*",155644451,155781485,137035,"+",470,"upstream",470,"ENSG00000184863","RBM33"
